Behavior,Quadrant,Side,Wall_Corner_Facing,Touching_Wall,Head_Up,Start_Time,End_Time,,
Swimming,FC,Control,FNW,Yes,No,0:13,0:31,,
Swimming,FC,Control,FCC,Yes,No,0:31,0:44,,
Sitting,FC,Control,FNW,Yes,No,0:44,1:09,,
Swimming,FC,Control,FNW,Yes,No,1:09,1:13,,
Sitting,FC,Control,FNW,Yes,No,1:13,1:35,,
Sitting,FC,Control,FNW,Yes,Yes,1:35,1:37,,
Sitting,FC,Control,FNW,Yes,No,1:37,2:16,,
Sitting,FC,Control,FNW,Yes,Yes,2:16,2:23,,
Swimming,FC,Control,FNW,Yes,No,2:23,2:25,,
Sitting,FC,Control,FNW,Yes,No,2:25,3:38,,
Swimming,FC,Control,FNW,Yes,No,3:38,4:10,,
Sitting,FC,Control,FNW,Yes,Yes,4:10,4:55,,
Sitting,FC,Control,FNW,Yes,No,4:55,5:13,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
