Behavior,Quadrant,Side,Wall_Corner_Facing,Touching_Wall,Head_Up,Start_Time,End_Time,,
Swimming,BS,Stimulus,BSC,Yes,No,0:18,0:20,,
Swimming,BS,Stimulus,BNW,Yes,No,0:20,0:21,,
Sitting,BS,Stimulus,BNW,Yes,No,0:21,0:29,,
Swimming,BS,Stimulus,BNW,Yes,No,0:29,0:30,,
Swimming,BS,Stimulus,BSC,Yes,No,0:30,0:31,,
Swimming,BS,Stimulus,SW,Yes,No,0:31,0:32,,
Swimming,FS,Stimulus,FSC,No,No,0:32,0:34,,
Swimming,FS,Stimulus,FNW,Yes,No,0:34,0:35,,
Sitting,FS,Stimulus,FNW,Yes,No,0:35,1:15,,
Swimming,FS,Stimulus,FNW,Yes,No,1:15,1:22,,
Sitting,FS,Stimulus,FNW,Yes,No,1:22,1:26,,
Swimming,FS,Stimulus,FNW,Yes,No,1:26,1:28,,
Sitting,FS,Stimulus,FNW,Yes,Yes,1:28,2:11,,
Swimming,FS,Stimulus,FNW,Yes,No,2:11,2:18,,
Swimming,FS,Stimulus,CW,No,No,2:18,2:21,,
Swimming,FS,Stimulus,FNW,Yes,No,2:21,2:22,,
Swimming,FS,Stimulus,CW,No,No,2:22,2:24,,
Sitting,FS,Stimulus,CW,No,No,2:24,2:27,,
Sitting,FS,Stimulus,CW,No,Yes,2:27,3:36,,
Swimming,FS,Stimulus,CW,No,No,3:36,3:38,,
Swimming,FC,Control,CW,No,No,3:38,3:40,,
Swimming,FC,Control,FCC,No,No,3:40,3:41,,
Swimming,FC,Control,FNW,Yes,No,3:41,3:44,,
Swimming,FC,Control,FCC,Yes,No,3:44,3:46,,
Swimming,FC,Control,FNW,Yes,No,3:46,4:03,,
Swimming,FC,Control,FCC,Yes,No,4:03,4:05,,
Swimming,FC,Control,FNW,Yes,No,4:05,4:14,,
Swimming,FC,Control,FCC,Yes,No,4:14,4:16,,
Swimming,FC,Control,FNW,Yes,No,4:16,4:29,,
Swimming,FC,Control,FCC,Yes,No,4:29,4:32,,
Swimming,FC,Control,FNW,Yes,No,4:32,4:41,,
Swimming,FC,Control,FCC,Yes,No,4:41,4:45,,
Swimming,FC,Control,FNW,Yes,No,4:45,5:12,,
Swimming,FC,Control,FCC,Yes,No,5:12,5:17,,
Swimming,FC,Control,FNW,Yes,No,5:17,5:18,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
