Behavior,Quadrant,Side,Wall_Corner_Facing,Touching_Wall,Head_Up,Start_Time,End_Time,,
Swimming,BC,Control,CW,Yes,No,0:18,0:22,,
Swimming,FC,Control,CW,Yes,No,0:22,0:25,,
Swimming,FC,Control,FCC,Yes,No,0:25,0:27,,
Swimming,FC,Control,CW,Yes,No,0:27,0:30,,
Swimming,FC,Control,FCC,Yes,No,0:30,0:37,,
Swimming,FC,Control,FNW,Yes,No,0:37,0:41,,
Swimming,FC,Control,SW,No,No,0:41,0:45,,
Sitting,FC,Control,SW,No,Yes,0:45,0:51,,
Swimming,FC,Control,SW,No,No,0:51,0:52,,
Swimming,FC,Control,FNW,Yes,No,0:52,0:55,,
Swimming,FC,Control,FCC,Yes,No,0:55,0:56,,
Swimming,FC,Control,CW,Yes,No,0:56,0:59,,
Swimming,FC,Control,FCC,Yes,No,0:59,1:05,,
Swimming,FC,Control,CW,Yes,No,1:05,1:12,,
Sitting,FC,Control,CW,Yes,Yes,1:12,1:18,,
Swimming,FC,Control,CW,Yes,No,1:18,1:20,,
Swimming,FC,Control,FCC,Yes,No,1:20,1:24,,
Swimming,FC,Control,CW,Yes,No,1:24,1:29,,
Swimming,FC,Control,FCC,Yes,No,1:29,1:41,,
Swimming,FC,Control,FNW,Yes,No,1:41,1:43,,
Swimming,FC,Control,SW,No,No,1:43,1:46,,
Swimming,FS,Stimulus,SW,No,No,1:46,1:49,,
Swimming,FS,Stimulus,FSC,Yes,No,1:49,1:52,,
Swimming,FS,Stimulus,SW,Yes,No,1:52,1:55,,
Swimming,FS,Stimulus,FSC,Yes,No,1:55,1:59,,
Sitting,FS,Stimulus,FSC,Yes,Yes,1:59,2:05,,
Swimming,FS,Stimulus,FSC,Yes,No,2:05,2:10,,
Swimming,FS,Stimulus,FNW,Yes,No,2:10,2:13,,
Swimming,FS,Stimulus,CW,No,No,2:13,2:15,,
Swimming,FC,Control,CW,No,No,2:15,2:18,,
Swimming,FC,Control,FCC,Yes,No,2:18,2:20,,
Swimming,FC,Control,CW,Yes,No,2:20,2:23,,
Sitting,FC,Control,CW,Yes,Yes,2:23,2:28,,
Swimming,FC,Control,CW,Yes,No,2:28,2:32,,
Swimming,FC,Control,FCC,Yes,No,2:32,2:48,,
Swimming,FC,Control,CW,Yes,No,2:48,2:50,,
Sitting,FC,Control,CW,Yes,Yes,2:50,2:56,,
Swimming,FC,Control,CW,Yes,No,2:56,2:58,,
Swimming,BC,Control,CW,Yes,No,2:58,3:00,,
Swimming,BC,Control,BCC,Yes,No,3:00,3:03,,
Swimming,BC,Control,BNW,Yes,No,3:03,3:05,,
Swimming,BC,Control,SW,No,No,3:05,3:06,,
Swimming,BC,Control,FNW,No,No,3:06,3:07,,
Sitting,FC,Control,FNW,No,No,3:07,3:09,,
Sitting,FC,Control,FNW,No,Yes,3:09,3:14,,
Swimming,FC,Control,FNW,No,No,3:14,3:18,,
Swimming,FC,Control,FCC,Yes,No,3:18,3:31,,
Swimming,FC,Control,CW,Yes,No,3:31,3:33,,
Sitting,FC,Control,CW,Yes,Yes,3:33,3:36,,
Swimming,FC,Control,CW,Yes,No,3:36,3:39,,
Swimming,FC,Control,FCC,Yes,No,3:39,3:49,,
Sitting,FC,Control,FCC,Yes,Yes,3:49,3:53,,
Swimming,FC,Control,FCC,Yes,No,3:53,4:01,,
Swimming,FC,Control,FNW,Yes,No,4:01,4:07,,
Swimming,FS,Stimulus,FNW,Yes,No,4:07,4:08,,
Sitting,FS,Stimulus,SW,No,Yes,4:08,4:10,,
Swimming,FS,Stimulus,SW,No,No,4:10,4:13,,
Swimming,FS,Stimulus,FSC,Yes,No,4:13,4:14,,
Swimming,FS,Stimulus,FNW,Yes,No,4:14,4:19,,
Swimming,FC,Control,CW,No,No,4:19,4:22,,
Swimming,FC,Control,FCC,Yes,No,4:22,4:26,,
Swimming,FC,Control,CW,Yes,No,4:26,4:29,,
Sitting,FC,Control,BNW,No,Yes,4:29,4:33,,
Swimming,BC,Control,BNW,No,No,4:33,4:35,,
Swimming,BC,Control,BCC,Yes,No,4:35,4:40,,
Swimming,BC,Control,BNW,Yes,No,4:40,4:49,,
Swimming,BC,Control,CW,Yes,No,4:49,4:52,,
Swimming,BC,Control,BCC,Yes,No,4:52,4:53,,
Swimming,BC,Control,BNW,Yes,Yes,4:53,4:56,,
Sitting,BC,Control,BNW,Yes,Yes,4:56,4:58,,
Swimming,BC,Control,BCC,Yes,No,4:58,5:02,,
Swimming,BC,Control,BNW,Yes,No,5:02,5:05,,
Sitting,BC,Control,BNW,Yes,Yes,5:05,5:18,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
