Behavior,Quadrant,Side,Wall_Corner_Facing,Touching_Wall,Head_Up,Start_Time,End_Time,,
Swimming,BS,Stimulus,SW,Yes,No,0:13,0:15,,
Swimming,FS,Stimulus,SW,Yes,No,0:15,0:17,,
Swimming,FS,Stimulus,FNW,No,No,0:17,0:20,,
Swimming,FS,Stimulus,SW,No,No,0:20,0:21,,
Swimming,FS,Stimulus,FNW,Yes,No,0:21,0:23,,
Sitting,FS,Stimulus,FNW,Yes,No,0:23,0:31,,
Swimming,FS,Stimulus,FNW,Yes,No,0:31,0:54,,
Swimming,FC,Control,FNW,Yes,No,0:54,0:57,,
Swimming,FC,Control,FCC,Yes,No,0:57,1:02,,
Swimming,FC,Control,FNW,Yes,No,1:02,1:05,,
Swimming,FC,Control,FCC,Yes,No,1:05,1:08,,
Swimming,FC,Control,CW,Yes,No,1:08,1:12,,
Swimming,FC,Control,BNW,No,No,1:12,1:14,,
Swimming,FC,Control,CW,Yes,No,1:14,1:17,,
Swimming,BC,Control,CW,Yes,No,1:17,1:19,,
Sitting,BC,Control,BNW,No,No,1:19,1:22,,
Swimming,BC,Control,BNW,No,No,1:22,1:24,,
Swimming,BC,Control,SW,No,No,1:24,1:26,,
Swimming,BS,Stimulus,SW,No,No,1:26,1:31,,
Sitting,BS,Stimulus,SW,Yes,No,1:31,1:34,,
Swimming,BS,Stimulus,SW,Yes,No,1:34,1:39,,
Sitting,BS,Stimulus,BSC,No,No,1:39,1:44,,
Swimming,BS,Stimulus,BNW,No,No,1:44,1:47,,
Swimming,BS,Stimulus,BNW,Yes,No,1:47,1:48,,
Swimming,BS,Stimulus,BSC,Yes,No,1:48,1:53,,
Sitting,BS,Stimulus,SW,Yes,No,1:53,2:00,,
Swimming,BS,Stimulus,SW,Yes,No,2:00,2:02,,
Sitting,BS,Stimulus,SW,Yes,No,2:02,2:05,,
Swimming,BS,Stimulus,SW,Yes,No,2:05,2:06,,
Swimming,BS,Stimulus,BNW,Yes,No,2:06,2:11,,
Swimming,BS,Stimulus,CW,No,No,2:11,2:13,,
Swimming,BC,Control,CW,No,No,2:13,2:17,,
Swimming,BC,Control,CW,Yes,No,2:17,2:18,,
Swimming,BC,Control,BCC,Yes,No,2:18,2:19,,
Swimming,BC,Control,CW,Yes,No,2:19,2:23,,
Swimming,FC,Control,CW,Yes,No,2:23,2:27,,
Swimming,FC,Control,FCC,Yes,No,2:27,2:32,,
Sitting,FC,Control,FCC,Yes,Yes,2:32,2:41,,
Swimming,FC,Control,FNW,Yes,No,2:41,2:45,,
Swimming,FC,Control,FCC,Yes,No,2:45,3:00,,
Swimming,FC,Control,FNW,Yes,No,3:00,3:03,,
Swimming,FC,Control,FCC,Yes,No,3:03,3:23,,
Swimming,FC,Control,FNW,Yes,No,3:23,3:26,,
Swimming,FC,Control,FCC,Yes,No,3:26,3:36,,
Swimming,FC,Control,FNW,Yes,No,3:36,3:41,,
Swimming,FC,Control,FCC,Yes,No,3:41,3:43,,
Swimming,FC,Control,FNW,Yes,No,3:43,3:50,,
Swimming,FC,Control,FNW,Yes,Yes,3:50,3:53,,
Swimming,FC,Control,FCC,Yes,No,3:53,3:59,,
Sitting,FC,Control,FCC,Yes,No,3:59,4:02,,
Swimming,FC,Control,CW,Yes,No,4:02,4:04,,
Swimming,FC,Control,FCC,Yes,No,4:04,4:07,,
Swimming,FC,Control,FNW,Yes,No,4:07,4:10,,
Swimming,FC,Control,FCC,Yes,No,4:10,4:16,,
Swimming,FC,Control,FNW,Yes,No,4:16,4:24,,
Swimming,FC,Control,FCC,Yes,No,4:24,4:28,,
Swimming,FC,Control,FNW,Yes,No,4:28,4:32,,
Swimming,FC,Control,FCC,Yes,No,4:32,4:33,,
Swimming,FC,Control,FNW,Yes,No,4:33,4:41,,
Sitting,FC,Control,FNW,Yes,Yes,4:41,4:47,,
Swimming,FC,Control,FNW,Yes,No,4:47,4:57,,
Swimming,FS,Stimulus,FNW,Yes,No,4:57,5:00,,
Sitting,FS,Stimulus,FNW,Yes,No,5:00,5:09,,
Swimming,FS,Stimulus,FNW,Yes,No,5:09,5:13,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
