Behavior,Quadrant,Side,Wall_Corner_Facing,Touching_Wall,Head_Up,Start_Time,End_Time,,
Swimming,BS,Stimulus,BSC,Yes,No,0:23,0:29,,
Swimming,BS,Stimulus,BNW,Yes,No,0:29,0:30,,
Sitting,BS,Stimulus,BNW,Yes,No,0:30,0:32,,
Swimming,BS,Stimulus,BNW,Yes,No,0:32,0:33,,
Sitting,BS,Stimulus,BNW,Yes,No,0:33,0:34,,
Swimming,BS,Stimulus,BSC,Yes,No,0:34,0:43,,
Swimming,BS,Stimulus,BNW,Yes,No,0:43,0:45,,
Swimming,BS,Stimulus,BSC,Yes,No,0:45,0:50,,
Swimming,BS,Stimulus,BNW,Yes,No,0:50,0:53,,
Swimming,BS,Stimulus,BSC,Yes,No,0:53,0:58,,
Swimming,BS,Stimulus,BNW,Yes,No,0:58,1:00,,
Swimming,BS,Stimulus,BSC,Yes,No,1:00,1:05,,
Swimming,BS,Stimulus,BNW,Yes,No,1:05,1:07,,
Swimming,BS,Stimulus,BSC,Yes,No,1:07,1:16,,
Swimming,BS,Stimulus,BNW,Yes,No,1:16,1:20,,
Swimming,BS,Stimulus,BSC,Yes,No,1:20,1:46,,
Swimming,BS,Stimulus,BNW,Yes,No,1:46,1:55,,
Swimming,BS,Stimulus,BSC,Yes,No,1:55,2:09,,
Swimming,BS,Stimulus,BNW,Yes,No,2:09,2:11,,
Swimming,BS,Stimulus,BSC,Yes,No,2:11,2:19,,
Swimming,BS,Stimulus,BNW,Yes,No,2:19,2:26,,
Sitting,BS,Stimulus,BNW,Yes,No,2:26,2:28,,
Swimming,BS,Stimulus,BNW,Yes,No,2:28,2:30,,
Sitting,BS,Stimulus,BNW,Yes,Yes,2:30,2:41,,
Swimming,BS,Stimulus,BNW,Yes,No,2:41,2:42,,
Swimming,BS,Stimulus,CW,No,No,2:42,2:44,,
Sitting,BS,Stimulus,CW,No,No,2:44,2:57,,
Swimming,BS,Stimulus,CW,No,No,2:57,2:59,,
Swimming,BS,Stimulus,FCC,No,No,2:59,3:01,,
Swimming,FS,Stimulus,FNW,No,No,3:01,3:04,,
Swimming,FC,Control,FNW,No,No,3:04,3:06,,
Swimming,FC,Control,FNW,Yes,No,3:06,3:20,,
Swimming,FS,Stimulus,FNW,Yes,No,3:20,3:27,,
Swimming,FS,Stimulus,FSC,Yes,No,3:27,3:32,,
Sitting,FS,Stimulus,FNW,Yes,Yes,3:32,3:50,,
Swimming,FS,Stimulus,FNW,Yes,No,3:50,3:59,,
Swimming,FC,Control,FNW,Yes,No,3:59,4:31,,
Swimming,FS,Stimulus,FNW,Yes,No,4:31,4:33,,
Sitting,FS,Stimulus,FNW,Yes,Yes,4:33,4:46,,
Swimming,FS,Stimulus,FNW,Yes,No,4:46,4:50,,
Swimming,FS,Stimulus,FSC,Yes,No,4:50,4:53,,
Swimming,FS,Stimulus,FNW,Yes,No,4:53,4:58,,
Swimming,FC,Control,FNW,Yes,No,4:58,5:13,,
Swimming,FC,Control,FCC,Yes,No,5:13,5:15,,
Swimming,FC,Control,FNW,Yes,No,5:15,5:23,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
