Behavior,Quadrant,Side,Wall_Corner_Facing,Touching_Wall,Head_Up,Start_Time,End_Time,,
Swimming,FC,Control,FNW,Yes,No,0:11,0:13,,
Swimming,FC,Control,FNW,Yes,Yes,0:13,0:15,,
Swimming,FC,Control,FNW,Yes,No,0:15,0:25,,
Swimming,FC,Control,FCC,Yes,No,0:25,0:26,,
Swimming,FC,Control,FNW,Yes,No,0:26,0:29,,
Swimming,FC,Control,FCC,Yes,No,0:29,0:30,,
Swimming,FC,Control,FNW,Yes,No,0:30,0:36,,
Swimming,FC,Control,FCC,Yes,No,0:36,0:45,,
Swimming,FC,Control,FNW,Yes,No,0:45,0:47,,
Swimming,FC,Control,FCC,Yes,No,0:47,0:53,,
Swimming,FC,Control,CW,Yes,No,0:53,0:56,,
Sitting,FC,Control,BNW,No,Yes,0:56,2:33,,
Swimming,FC,Control,BNW,No,No,2:33,2:34,,
Swimming,FC,Control,CW,Yes,No,2:34,2:35,,
Swimming,FC,Control,FCC,Yes,No,2:35,2:40,,
Swimming,FC,Control,FNW,Yes,No,2:40,2:42,,
Swimming,FC,Control,FCC,Yes,No,2:42,2:46,,
Swimming,FC,Control,FNW,Yes,No,2:46,2:49,,
Swimming,FC,Control,FCC,Yes,No,2:49,2:56,,
Swimming,FC,Control,FNW,Yes,No,2:56,2:58,,
Swimming,FC,Control,FCC,Yes,No,2:58,3:00,,
Swimming,FC,Control,FNW,Yes,No,3:00,3:01,,
Swimming,FC,Control,FCC,Yes,No,3:01,3:12,,
Sitting,FC,Control,FNW,Yes,Yes,3:12,3:16,,
Swimming,FC,Control,FNW,Yes,No,3:16,3:18,,
Swimming,FC,Control,FCC,Yes,No,3:18,3:20,,
Swimming,FC,Control,FNW,Yes,No,3:20,3:24,,
Swimming,FC,Control,FNW,Yes,Yes,3:24,3:27,,
Sitting,FC,Control,SW,No,Yes,3:27,3:33,,
Swimming,FC,Control,FNW,Yes,No,3:33,3:36,,
Swimming,FC,Control,FCC,Yes,No,3:36,3:37,,
Swimming,FC,Control,FNW,Yes,No,3:37,3:39,,
Swimming,FC,Control,FCC,Yes,No,3:39,3:41,,
Swimming,FC,Control,FNW,Yes,No,3:41,3:47,,
Swimming,FC,Control,FCC,Yes,No,3:47,3:54,,
Swimming,FC,Control,FNW,Yes,No,3:54,3:56,,
Swimming,FC,Control,FCC,Yes,No,3:56,4:08,,
Swimming,FC,Control,FNW,Yes,No,4:08,4:10,,
Swimming,FC,Control,FCC,Yes,No,4:10,4:12,,
Sitting,FC,Control,CW,Yes,Yes,4:12,4:18,,
Swimming,FC,Control,FCC,Yes,No,4:18,4:20,,
Sitting,FC,Control,FCC,Yes,No,4:20,4:21,,
Swimming,FC,Control,FNW,Yes,No,4:21,4:28,,
Swimming,FC,Control,FCC,Yes,No,4:28,4:31,,
Swimming,FC,Control,FNW,Yes,No,4:31,4:35,,
Swimming,FC,Control,FCC,Yes,No,4:35,4:37,,
Swimming,FC,Control,FNW,Yes,No,4:37,4:41,,
Sitting,FC,Control,FNW,Yes,No,4:41,4:44,,
Sitting,FC,Control,SW,No,Yes,4:44,4:50,,
Swimming,FC,Control,SW,No,No,4:50,4:53,,
Swimming,FS,Stimulus,FNW,Yes,No,4:53,5:00,,
Swimming,FC,Control,FNW,Yes,No,5:00,5:04,,
Swimming,FC,Control,CW,Yes,No,5:04,5:07,,
Swimming,FC,Control,FCC,Yes,No,5:07,5:08,,
Swimming,FC,Control,FNW,Yes,No,5:08,5:11,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
