Behavior,Quadrant,Side,Wall_Corner_Facing,Touching_Wall,Head_Up,Start_Time,End_Time,,
Swimming,FC,Control,FCC,Yes,No,0:12,0:14,,
Swimming,FC,Control,FCC,Yes,Yes,0:14,0:18,,
Swimming,FC,Control,FNW,Yes,No,0:18,0:23,,
Swimming,FC,Control,FNW,Yes,Yes,0:23,0:26,,
Swimming,FC,Control,FNW,Yes,No,0:26,0:27,,
Swimming,FC,Control,FNW,Yes,Yes,0:27,0:31,,
Sitting,FC,Control,FNW,Yes,Yes,0:31,0:44,,
Swimming,FC,Control,CW,Yes,No,0:44,0:49,,
Swimming,BC,Control,CW,Yes,Yes,0:49,0:52,,
Sitting,BC,Control,CW,Yes,Yes,0:52,1:04,,
Swimming,BC,Control,CW,Yes,No,1:04,1:08,,
Swimming,BC,Control,CW,Yes,Yes,1:08,1:09,,
Swimming,FC,Control,FNW,No,No,1:09,1:10,,
Swimming,FC,Control,FNW,No,Yes,1:10,1:11,,
Swimming,FC,Control,FNW,Yes,Yes,1:11,1:12,,
Swimming,FC,Control,FNW,Yes,No,1:12,1:16,,
Swimming,FS,Stimulus,FNW,Yes,Yes,1:16,1:19,,
Swimming,FS,Stimulus,FNW,Yes,No,1:19,1:21,,
Sitting,FS,Stimulus,FSC,No,No,1:21,1:22,,
Sitting,FS,Stimulus,FSC,No,Yes,1:22,1:30,,
Swimming,FS,Stimulus,FSC,Yes,No,1:30,1:37,,
Swimming,FS,Stimulus,SW,Yes,Yes,1:37,1:42,,
Sitting,FS,Stimulus,SW,Yes,Yes,1:42,1:50,,
Swimming,FS,Stimulus,SW,Yes,No,1:50,1:51,,
Swimming,FS,Stimulus,FSC,Yes,No,1:51,1:53,,
Swimming,FS,Stimulus,FNW,Yes,Yes,1:53,1:54,,
Swimming,FS,Stimulus,FNW,Yes,No,1:54,2:03,,
Sitting,FS,Stimulus,FSC,Yes,Yes,2:03,2:21,,
Swimming,FS,Stimulus,FSC,Yes,Yes,2:21,2:22,,
Swimming,FS,Stimulus,FSC,Yes,No,2:22,2:23,,
Swimming,FS,Stimulus,FSC,Yes,Yes,2:23,2:25,,
Sitting,FS,Stimulus,FSC,Yes,Yes,2:25,2:27,,
Swimming,FS,Stimulus,SW,Yes,Yes,2:27,2:30,,
Sitting,FS,Stimulus,SW,Yes,Yes,2:30,2:33,,
Swimming,FS,Stimulus,SW,Yes,Yes,2:33,2:34,,
Sitting,FS,Stimulus,SW,Yes,Yes,2:34,2:41,,
Swimming,FS,Stimulus,SW,Yes,No,2:41,2:44,,
Swimming,FS,Stimulus,SW,Yes,Yes,2:44,2:48,,
Sitting,FS,Stimulus,SW,Yes,Yes,2:48,2:59,,
Swimming,FS,Stimulus,BNW,No,No,2:59,3:01,,
Swimming,FS,Stimulus,CW,No,No,3:01,3:02,,
Swimming,FS,Stimulus,CW,No,Yes,3:02,3:05,,
Swimming,FC,Control,CW,No,No,3:05,3:08,,
Swimming,FC,Control,FNW,Yes,No,3:08,3:09,,
Swimming,FC,Control,FNW,Yes,Yes,3:09,3:12,,
Swimming,FC,Control,FNW,Yes,No,3:12,3:19,,
Swimming,FC,Control,FNW,Yes,Yes,3:19,3:21,,
Swimming,FC,Control,FCC,Yes,No,3:21,3:23,,
Swimming,FC,Control,FCC,Yes,Yes,3:23,3:26,,
Swimming,FC,Control,FCC,Yes,No,3:26,3:29,,
Swimming,FC,Control,FNW,Yes,Yes,3:29,3:31,,
Swimming,FC,Control,FNW,Yes,No,3:31,3:37,,
Swimming,FC,Control,FNW,Yes,Yes,3:37,3:39,,
Swimming,FC,Control,FNW,Yes,No,3:39,3:44,,
Swimming,FS,Stimulus,FNW,Yes,No,3:44,3:46,,
Swimming,FS,Stimulus,FNW,Yes,Yes,3:46,3:50,,
Swimming,FS,Stimulus,FNW,Yes,No,3:50,3:53,,
Swimming,FS,Stimulus,FNW,Yes,Yes,3:53,3:57,,
Sitting,FS,Stimulus,SW,No,Yes,3:57,4:07,,
Swimming,FS,Stimulus,SW,Yes,No,4:07,4:10,,
Swimming,BS,Stimulus,BSC,No,No,4:10,4:11,,
Swimming,BS,Stimulus,BNW,No,No,4:11,4:13,,
Swimming,BS,Stimulus,BNW,Yes,No,4:13,4:16,,
Swimming,BS,Stimulus,BNW,Yes,Yes,4:16,4:19,,
Sitting,BS,Stimulus,BNW,Yes,Yes,4:19,4:23,,
Swimming,BS,Stimulus,BNW,Yes,No,4:23,4:32,,
Swimming,BS,Stimulus,BSC,Yes,Yes,4:32,4:35,,
Swimming,BS,Stimulus,BSC,Yes,No,4:35,4:38,,
Swimming,BS,Stimulus,BSC,Yes,Yes,4:38,4:41,,
Swimming,BS,Stimulus,BSC,Yes,No,4:41,4:44,,
Swimming,BS,Stimulus,BSC,Yes,Yes,4:44,4:45,,
Swimming,BS,Stimulus,BSC,Yes,No,4:45,4:48,,
Swimming,BS,Stimulus,SW,Yes,Yes,4:48,4:49,,
Sitting,BS,Stimulus,SW,Yes,Yes,4:49,4:57,,
Swimming,BS,Stimulus,SW,Yes,No,4:57,5:01,,
Swimming,FS,Stimulus,SW,Yes,No,5:01,5:02,,
Swimming,FS,Stimulus,FSC,No,Yes,5:02,5:05,,
Swimming,FS,Stimulus,FSC,Yes,Yes,5:05,5:06,,
Swimming,FS,Stimulus,FSC,Yes,No,5:06,5:09,,
Swimming,FS,Stimulus,FSC,Yes,Yes,5:09,5:12,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
