Behavior,Quadrant,Side,Wall_Corner_Facing,Touching_Wall,Head_Up,Start_Time,End_Time,,
Swimming,BS,Stimulus,BSC,Yes,No,0:13,0:34,,
Swimming,BS,Stimulus,BNW,Yes,No,0:34,0:39,,
Swimming,BS,Stimulus,CW,No,No,0:39,0:42,,
Swimming,FS,Stimulus,FNW,No,No,0:42,0:46,,
Swimming,FS,Stimulus,SW,Yes,No,0:46,0:50,,
Swimming,FS,Stimulus,FSC,Yes,No,0:50,1:00,,
Swimming,FS,Stimulus,FNW,Yes,No,1:00,1:06,,
Sitting,FS,Stimulus,FNW,No,No,1:06,1:11,,
Swimming,FS,Stimulus,FNW,Yes,No,1:11,1:14,,
Swimming,FS,Stimulus,FSC,Yes,No,1:14,1:54,,
Swimming,FS,Stimulus,FNW,Yes,No,1:54,1:55,,
Sitting,FS,Stimulus,FNW,Yes,No,1:55,1:57,,
Swimming,FS,Stimulus,FNW,Yes,No,1:57,1:59,,
Sitting,FS,Stimulus,FNW,Yes,Yes,1:59,2:05,,
Swimming,FS,Stimulus,FNW,Yes,No,2:05,2:06,,
Swimming,FS,Stimulus,FSC,Yes,No,2:06,2:15,,
Swimming,FS,Stimulus,FNW,Yes,No,2:15,2:25,,
Sitting,FS,Stimulus,CW,No,No,2:25,2:34,,
Swimming,FS,Stimulus,FNW,Yes,No,2:34,2:37,,
Swimming,FS,Stimulus,FSC,Yes,No,2:37,2:41,,
Sitting,FS,Stimulus,FSC,Yes,Yes,2:41,2:47,,
Swimming,FS,Stimulus,FSC,Yes,No,2:47,3:06,,
Swimming,FS,Stimulus,FNW,Yes,No,3:06,3:10,,
Swimming,FS,Stimulus,FSC,Yes,No,3:10,3:34,,
Sitting,FS,Stimulus,FSC,Yes,No,3:34,3:37,,
Swimming,FS,Stimulus,FNW,Yes,No,3:37,3:40,,
Swimming,FS,Stimulus,FSC,Yes,No,3:40,3:42,,
Sitting,FS,Stimulus,FSC,Yes,Yes,3:42,3:50,,
Swimming,FS,Stimulus,FSC,Yes,No,3:50,3:59,,
Swimming,FS,Stimulus,FNW,Yes,No,3:59,4:01,,
Swimming,FS,Stimulus,FSC,Yes,No,4:01,4:23,,
Sitting,FS,Stimulus,FSC,Yes,Yes,4:23,4:28,,
Swimming,FS,Stimulus,FSC,Yes,No,4:28,4:48,,
Sitting,FS,Stimulus,FNW,Yes,No,4:48,4:57,,
Swimming,FS,Stimulus,FNW,Yes,No,4:57,4:58,,
Swimming,FS,Stimulus,FSC,Yes,No,4:58,5:01,,
Sitting,FS,Stimulus,FSC,Yes,Yes,5:01,5:05,,
Swimming,FS,Stimulus,FSC,Yes,No,5:05,5:11,,
Sitting,FS,Stimulus,FSC,Yes,Yes,5:11,5:13,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
