Behavior,Quadrant,Side,Wall_Corner_Facing,Touching_Wall,Head_Up,Start_Time,End_Time,,
Swimming,FS,Stimulus,FSC,Yes,No,0:13,0:15,,
Swimming,FS,Stimulus,FNW,Yes,No,0:15,0:17,,
Swimming,FS,Stimulus,FSC,Yes,No,0:17,0:18,,
Swimming,FS,Stimulus,SW,Yes,No,0:18,0:21,,
Sitting,FS,Stimulus,SW,Yes,No,0:21,0:25,,
Swimming,FS,Stimulus,SW,Yes,No,0:25,0:33,,
Sitting,FS,Stimulus,SW,Yes,No,0:33,0:38,,
Swimming,FS,Stimulus,SW,Yes,No,0:38,0:50,,
Sitting,FS,Stimulus,SW,Yes,Yes,0:50,1:11,,
Swimming,FS,Stimulus,SW,Yes,No,1:11,1:15,,
Sitting,FS,Stimulus,FSC,Yes,No,1:15,1:17,,
Swimming,FS,Stimulus,FSC,Yes,No,1:17,1:21,,
Swimming,FS,Stimulus,FNW,Yes,No,1:21,1:23,,
Sitting,FS,Stimulus,FNW,Yes,No,1:23,1:28,,
Swimming,FS,Stimulus,FNW,Yes,No,1:28,1:29,,
Sitting,FS,Stimulus,FNW,Yes,No,1:29,1:37,,
Swimming,FS,Stimulus,FNW,Yes,No,1:37,1:40,,
Swimming,FS,Stimulus,FSC,Yes,No,1:40,1:42,,
Swimming,FS,Stimulus,FNW,Yes,No,1:42,2:07,,
Swimming,FS,Stimulus,FSC,Yes,No,2:07,2:09,,
Swimming,FS,Stimulus,FNW,Yes,No,2:09,2:13,,
Swimming,FS,Stimulus,FSC,Yes,No,2:13,2:23,,
Swimming,FS,Stimulus,FNW,Yes,No,2:23,2:26,,
Swimming,FS,Stimulus,FSC,Yes,No,2:26,2:38,,
Sitting,FS,Stimulus,FSC,Yes,Yes,2:38,2:57,,
Swimming,FS,Stimulus,FSC,Yes,No,2:57,3:08,,
Swimming,FS,Stimulus,FNW,Yes,No,3:08,3:15,,
Swimming,FS,Stimulus,FSC,Yes,No,3:15,3:24,,
Swimming,FS,Stimulus,FNW,Yes,No,3:24,3:31,,
Swimming,FS,Stimulus,FSC,Yes,No,3:31,3:34,,
Swimming,FS,Stimulus,FNW,Yes,No,3:34,3:37,,
Sitting,FS,Stimulus,FNW,Yes,No,3:37,3:38,,
Sitting,FS,Stimulus,FNW,Yes,Yes,3:38,4:40,,
Sitting,FS,Stimulus,SW,No,No,4:40,5:13,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
