Behavior,Quadrant,Side,Wall_Corner_Facing,Touching_Wall,Head_Up,Start_Time,End_Time,,
Swimming,BC,Control,BNW,Yes,No,0:15,0:16,,
Swimming,BC,Control,BCC,Yes,No,0:16,0:17,,
Swimming,BC,Control,CW,Yes,No,0:17,0:30,,
Swimming,FC,Control,FCC,No,No,0:30,0:34,,
Swimming,FC,Control,FCC,Yes,No,0:34,0:36,,
Swimming,FC,Control,FNW,Yes,No,0:36,0:39,,
Swimming,FC,Control,FCC,Yes,No,0:39,0:44,,
Swimming,FC,Control,CW,Yes,No,0:44,0:48,,
Sitting,FC,Control,CW,Yes,Yes,0:48,0:52,,
Swimming,FC,Control,CW,Yes,No,0:52,0:55,,
Swimming,FC,Control,FCC,Yes,No,0:55,1:02,,
Swimming,FC,Control,FNW,Yes,No,1:02,1:05,,
Swimming,FC,Control,FCC,Yes,No,1:05,1:27,,
Swimming,FC,Control,FNW,Yes,No,1:27,1:29,,
Sitting,FC,Control,FNW,Yes,Yes,1:29,1:48,,
Swimming,FC,Control,FNW,Yes,No,1:48,1:50,,
Swimming,FC,Control,SW,No,No,1:50,1:56,,
Swimming,FS,Stimulus,SW,No,No,1:56,1:59,,
Swimming,FS,Stimulus,FSC,No,No,1:59,2:01,,
Swimming,FS,Stimulus,FNW,Yes,No,2:01,2:03,,
Swimming,FS,Stimulus,SW,No,No,2:03,2:05,,
Swimming,FS,Stimulus,SW,Yes,No,2:05,2:06,,
Sitting,FS,Stimulus,SW,Yes,No,2:06,2:09,,
Swimming,FS,Stimulus,SW,Yes,No,2:09,2:12,,
Sitting,FS,Stimulus,SW,Yes,Yes,2:12,2:22,,
Swimming,FS,Stimulus,SW,Yes,No,2:22,2:26,,
Swimming,FS,Stimulus,FSC,Yes,No,2:26,2:29,,
Swimming,FS,Stimulus,FNW,Yes,No,2:29,2:34,,
Swimming,FS,Stimulus,FSC,Yes,No,2:34,2:38,,
Swimming,FS,Stimulus,FNW,Yes,No,2:38,2:47,,
Swimming,FC,Control,FNW,Yes,No,2:47,2:51,,
Sitting,FC,Control,FNW,Yes,Yes,2:51,3:11,,
Swimming,FC,Control,CW,No,No,3:11,3:16,,
Swimming,FC,Control,FCC,Yes,No,3:16,3:21,,
Swimming,FC,Control,FNW,Yes,No,3:21,3:31,,
Swimming,FS,Stimulus,FNW,Yes,No,3:31,3:37,,
Sitting,FS,Stimulus,FNW,Yes,Yes,3:37,3:56,,
Swimming,FS,Stimulus,FNW,Yes,No,3:56,4:03,,
Swimming,FS,Stimulus,FSC,Yes,No,4:03,4:06,,
Swimming,FS,Stimulus,FNW,Yes,No,4:06,4:11,,
Swimming,FC,Control,FNW,Yes,No,4:11,4:12,,
Swimming,FC,Control,CW,No,No,4:12,4:15,,
Swimming,FC,Control,FCC,Yes,No,4:15,4:23,,
Swimming,FC,Control,FNW,Yes,No,4:23,4:33,,
Swimming,FS,Stimulus,FNW,Yes,No,4:33,4:47,,
Swimming,FC,Control,FNW,Yes,No,4:47,4:49,,
Sitting,FC,Control,FNW,Yes,Yes,4:49,5:02,,
Swimming,FC,Control,FNW,Yes,No,5:02,5:05,,
Swimming,FC,Control,CW,No,No,5:05,5:08,,
Swimming,FC,Control,FCC,Yes,No,5:08,5:14,,
Swimming,FC,Control,FNW,Yes,No,5:14,5:15,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
