Behavior,Quadrant,Side,Wall_Corner_Facing,Touching_Wall,Head_Up,Start_Time,End_Time,,
Swimming,BS,Stimulus,BSC,Yes,No,0:17,0:20,,
Swimming,BS,Stimulus,SW,Yes,No,0:20,0:25,,
Swimming,FS,Stimulus,FSC,No,No,0:25,0:26,,
Sitting,FS,Stimulus,FSC,No,No,0:26,0:31,,
Swimming,FS,Stimulus,FNW,No,No,0:31,0:32,,
Swimming,FS,Stimulus,FSC,Yes,No,0:32,0:41,,
Swimming,FS,Stimulus,SW,Yes,No,0:41,0:43,,
Sitting,FS,Stimulus,SW,Yes,No,0:43,0:45,,
Sitting,FS,Stimulus,SW,Yes,Yes,0:45,0:52,,
Swimming,FS,Stimulus,SW,Yes,No,0:52,0:54,,
Swimming,FS,Stimulus,FSC,Yes,No,0:54,0:57,,
Swimming,FS,Stimulus,FNW,Yes,No,0:57,0:58,,
Swimming,FS,Stimulus,FSC,Yes,No,0:58,1:03,,
Sitting,FS,Stimulus,FSC,Yes,No,1:03,1:05,,
Swimming,FS,Stimulus,FSC,Yes,No,1:05,1:08,,
Sitting,FS,Stimulus,FSC,Yes,Yes,1:08,1:12,,
Swimming,FS,Stimulus,FSC,Yes,No,1:12,1:16,,
Swimming,FS,Stimulus,FNW,Yes,No,1:16,1:17,,
Swimming,FS,Stimulus,FSC,Yes,No,1:17,1:36,,
Sitting,FS,Stimulus,FNW,Yes,Yes,1:36,1:42,,
Swimming,FS,Stimulus,FSC,Yes,No,1:42,1:45,,
Swimming,FS,Stimulus,FNW,Yes,No,1:45,1:50,,
Sitting,FS,Stimulus,FSC,Yes,Yes,1:50,1:53,,
Swimming,FS,Stimulus,FSC,Yes,No,1:53,1:56,,
Swimming,FS,Stimulus,FNW,Yes,No,1:56,2:03,,
Swimming,FS,Stimulus,SW,Yes,No,2:03,2:07,,
Sitting,FS,Stimulus,BNW,No,No,2:07,2:22,,
Sitting,FS,Stimulus,BCC,No,No,2:22,2:24,,
Swimming,FS,Stimulus,CW,No,No,2:24,2:26,,
Swimming,FS,Stimulus,FNW,Yes,No,2:26,2:28,,
Swimming,FS,Stimulus,CW,No,No,2:28,2:29,,
Swimming,FC,Control,CW,No,No,2:29,2:33,,
Swimming,FC,Control,FCC,Yes,No,2:33,2:37,,
Swimming,FC,Control,FNW,Yes,No,2:37,2:40,,
Sitting,FC,Control,FNW,Yes,No,2:40,2:42,,
Swimming,FC,Control,FNW,Yes,No,2:42,2:43,,
Sitting,FC,Control,FNW,Yes,Yes,2:43,2:52,,
Swimming,FC,Control,FNW,Yes,No,2:52,2:54,,
Swimming,FC,Control,SW,No,No,2:54,2:56,,
Swimming,FS,Stimulus,SW,No,No,2:56,3:00,,
Swimming,FS,Stimulus,FSC,Yes,No,3:00,3:08,,
Swimming,FS,Stimulus,FNW,Yes,No,3:08,3:09,,
Sitting,FS,Stimulus,FNW,Yes,Yes,3:09,3:27,,
Swimming,FS,Stimulus,FSC,Yes,No,3:27,3:34,,
Swimming,FS,Stimulus,FNW,Yes,No,3:34,3:37,,
Sitting,FS,Stimulus,FSC,Yes,Yes,3:37,3:39,,
Swimming,FS,Stimulus,FSC,Yes,No,3:39,3:47,,
Sitting,FS,Stimulus,FSC,Yes,Yes,3:47,3:58,,
Sitting,FS,Stimulus,SW,Yes,Yes,3:58,3:59,,
Swimming,FS,Stimulus,SW,Yes,No,3:59,4:02,,
Swimming,BS,Stimulus,BSC,No,No,4:02,4:04,,
Sitting,BS,Stimulus,BNW,No,No,4:04,4:07,,
Swimming,BS,Stimulus,BNW,Yes,No,4:07,4:10,,
Sitting,BS,Stimulus,BNW,Yes,No,4:10,4:11,,
Sitting,BS,Stimulus,BNW,Yes,Yes,4:11,4:28,,
Swimming,BS,Stimulus,BNW,Yes,No,4:28,4:29,,
Swimming,BS,Stimulus,SW,Yes,No,4:29,4:30,,
Swimming,FS,Stimulus,FSC,No,No,4:30,4:32,,
Swimming,FS,Stimulus,FSC,Yes,No,4:32,4:34,,
Swimming,FS,Stimulus,FNW,Yes,No,4:34,4:40,,
Sitting,FS,Stimulus,FNW,Yes,Yes,4:40,4:44,,
Swimming,FS,Stimulus,FNW,Yes,No,4:44,4:47,,
Swimming,FS,Stimulus,SW,No,No,4:47,4:53,,
Swimming,FS,Stimulus,FSC,Yes,No,4:53,5:09,,
Sitting,FS,Stimulus,FSC,Yes,No,5:09,5:14,,
Sitting,FS,Stimulus,FSC,Yes,Yes,5:14,5:17,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
