Behavior,Quadrant,Side,Wall_Corner_Facing,Touching_Wall,Head_Up,Start_Time,End_Time,,
Swimming,BC,Control,CW,Yes,No,0:15,0:28,,
Sitting,BC,Control,BCC,No,No,0:28,0:30,,
Swimming,BC,Control,BCC,No,No,0:30,0:33,,
Swimming,BC,Control,CW,Yes,No,0:33,0:35,,
Swimming,BC,Control,BCC,Yes,No,0:35,0:36,,
Swimming,BC,Control,CW,Yes,No,0:36,0:39,,
Sitting,BC,Control,FCC,No,No,0:39,0:44,,
Swimming,BC,Control,FNW,No,No,0:44,0:52,,
Swimming,FC,Control,FNW,No,No,0:52,0:58,,
Swimming,FC,Control,FCC,Yes,No,0:58,1:00,,
Swimming,FC,Control,FNW,Yes,No,1:00,1:02,,
Sitting,FC,Control,FNW,Yes,No,1:02,1:06,,
Swimming,FC,Control,SW,No,No,1:06,1:10,,
Swimming,FC,Control,FNW,Yes,No,1:10,1:15,,
Swimming,FC,Control,FCC,Yes,No,1:15,1:16,,
Swimming,FC,Control,CW,Yes,No,1:16,1:20,,
Swimming,BC,Control,CW,Yes,No,1:20,1:25,,
Swimming,FC,Control,CW,Yes,No,1:25,1:29,,
Sitting,FC,Control,CW,Yes,Yes,1:29,1:50,,
Swimming,FC,Control,CW,Yes,No,1:50,1:51,,
Swimming,FC,Control,FCC,No,No,1:51,1:55,,
Swimming,FC,Control,FCC,Yes,No,1:55,2:00,,
Swimming,FC,Control,FNW,Yes,No,2:00,2:03,,
Sitting,FC,Control,FNW,Yes,No,2:03,2:08,,
Sitting,FC,Control,FNW,Yes,Yes,2:08,2:18,,
Swimming,FC,Control,FNW,Yes,No,2:18,2:26,,
Swimming,FC,Control,FCC,Yes,No,2:26,2:31,,
Swimming,FC,Control,FNW,Yes,No,2:31,2:37,,
Sitting,FC,Control,FNW,Yes,No,2:37,2:39,,
Sitting,FC,Control,FNW,Yes,Yes,2:39,2:53,,
Swimming,FC,Control,FNW,Yes,No,2:53,2:56,,
Swimming,FC,Control,SW,No,No,2:56,2:57,,
Swimming,FS,Stimulus,SW,No,No,2:57,3:01,,
Swimming,FS,Stimulus,FNW,No,No,3:01,3:03,,
Swimming,FS,Stimulus,FNW,Yes,No,3:03,3:04,,
Sitting,FS,Stimulus,FNW,Yes,No,3:04,3:05,,
Swimming,FS,Stimulus,FNW,Yes,No,3:05,3:11,,
Swimming,FS,Stimulus,SW,Yes,No,3:11,3:14,,
Sitting,FS,Stimulus,SW,Yes,No,3:14,3:17,,
Sitting,FS,Stimulus,SW,Yes,Yes,3:17,3:38,,
Swimming,FS,Stimulus,SW,Yes,No,3:38,3:39,,
Swimming,FS,Stimulus,BNW,No,No,3:39,3:41,,
Sitting,FS,Stimulus,BNW,No,No,3:41,3:42,,
Swimming,BS,Stimulus,BNW,No,No,3:42,3:47,,
Sitting,BS,Stimulus,BNW,No,Yes,3:47,4:09,,
Swimming,BS,Stimulus,BNW,No,No,4:09,4:11,,
Sitting,BS,Stimulus,BNW,No,No,4:11,4:15,,
Swimming,BS,Stimulus,BSC,No,No,4:15,4:17,,
Swimming,BS,Stimulus,SW,Yes,No,4:17,4:18,,
Swimming,FS,Stimulus,SW,Yes,No,4:18,4:20,,
Swimming,FS,Stimulus,FSC,No,No,4:20,4:24,,
Swimming,FS,Stimulus,FSC,Yes,No,4:24,4:27,,
Swimming,FS,Stimulus,FNW,Yes,No,4:27,4:38,,
Sitting,FS,Stimulus,FNW,Yes,No,4:38,4:39,,
Sitting,FS,Stimulus,FNW,Yes,Yes,4:39,4:47,,
Swimming,FS,Stimulus,FNW,Yes,No,4:47,4:54,,
Sitting,FS,Stimulus,FSC,Yes,Yes,4:54,4:58,,
Swimming,FS,Stimulus,FSC,Yes,Yes,4:58,5:00,,
Swimming,FS,Stimulus,FSC,Yes,No,5:00,5:06,,
Sitting,FS,Stimulus,FSC,Yes,Yes,5:06,5:10,,
Swimming,FS,Stimulus,FSC,Yes,Yes,5:10,5:15,,
