Behavior,Quadrant,Side,Wall_Corner_Facing,Touching_Wall,Head_Up,Start_Time,End_Time,,
Swimming,FC,Control,CW,No,No,0:04,0:08,,
Swimming,FC,Control,CW,Yes,No,0:08,0:12,,
Swimming,FC,Control,FCC,Yes,No,0:12,0:15,,
Swimming,FC,Control,CW,Yes,No,0:15,0:21,,
Swimming,FC,Control,FCC,Yes,No,0:21,0:26,,
Swimming,FC,Control,CW,Yes,No,0:26,0:31,,
Swimming,BC,Control,BNW,No,No,0:31,0:33,,
Swimming,BC,Control,BCC,Yes,No,0:33,0:34,,
Sitting,BC,Control,BCC,Yes,Yes,0:34,0:38,,
Swimming,BC,Control,CW,Yes,No,0:38,0:41,,
Swimming,BC,Control,BCC,Yes,No,0:41,0:51,,
Swimming,BC,Control,BNW,Yes,No,0:51,0:57,,
Swimming,BS,Stimulus,BNW,Yes,No,0:57,1:02,,
Sitting,BS,Stimulus,BNW,Yes,No,1:02,1:04,,
Sitting,BS,Stimulus,BNW,Yes,Yes,1:04,1:12,,
Swimming,BS,Stimulus,BSC,Yes,No,1:12,1:13,,
Swimming,BS,Stimulus,SW,Yes,No,1:13,1:15,,
Swimming,FS,Stimulus,FSC,No,No,1:15,1:17,,
Swimming,FS,Stimulus,FSC,Yes,No,1:17,1:18,,
Swimming,FS,Stimulus,FNW,Yes,No,1:18,1:23,,
Swimming,FS,Stimulus,FSC,Yes,No,1:23,1:34,,
Swimming,FS,Stimulus,FNW,Yes,No,1:34,1:38,,
Swimming,FC,Control,CW,No,No,1:38,1:42,,
Swimming,FC,Control,FCC,Yes,No,1:42,1:55,,
Swimming,FC,Control,CW,Yes,No,1:55,1:57,,
Swimming,FC,Control,FCC,Yes,No,1:57,2:11,,
Sitting,FC,Control,FCC,Yes,Yes,2:11,2:22,,
Swimming,FC,Control,FCC,Yes,No,2:22,2:32,,
Swimming,FC,Control,CW,Yes,No,2:32,2:34,,
Swimming,BC,Control,BCC,No,No,2:34,2:35,,
Swimming,BC,Control,BCC,Yes,No,2:35,2:39,,
Sitting,BC,Control,BCC,Yes,Yes,2:39,2:45,,
Swimming,BC,Control,BNW,Yes,No,2:45,2:49,,
Swimming,BS,Stimulus,BNW,Yes,No,2:49,2:52,,
Swimming,BS,Stimulus,SW,Yes,No,2:52,2:55,,
Swimming,BS,Stimulus,BSC,Yes,No,2:55,3:01,,
Swimming,BS,Stimulus,BNW,Yes,No,3:01,3:08,,
Swimming,BC,Control,CW,No,No,3:08,3:10,,
Sitting,BC,Control,CW,Yes,Yes,3:10,3:16,,
Swimming,BC,Control,CW,Yes,No,3:16,3:20,,
Swimming,FC,Control,CW,Yes,No,3:20,3:22,,
Swimming,FC,Control,FCC,Yes,No,3:22,3:24,,
Swimming,FC,Control,CW,Yes,No,3:24,3:27,,
Swimming,BC,Control,BCC,No,No,3:27,3:28,,
Swimming,BC,Control,BCC,Yes,No,3:28,3:37,,
Sitting,BC,Control,BCC,Yes,Yes,3:37,3:49,,
Swimming,BC,Control,BCC,Yes,No,3:49,3:53,,
Swimming,BC,Control,CW,Yes,No,3:53,3:55,,
Swimming,FC,Control,CW,Yes,No,3:55,3:56,,
Swimming,FC,Control,FCC,Yes,No,3:56,4:03,,
Sitting,FC,Control,CW,Yes,No,4:03,4:06,,
Swimming,FC,Control,FCC,Yes,No,4:06,4:08,,
Swimming,FC,Control,CW,Yes,No,4:08,4:15,,
Swimming,BC,Control,BCC,Yes,No,4:15,4:23,,
Swimming,BC,Control,BNW,Yes,No,4:23,4:28,,
Swimming,BS,Stimulus,BNW,Yes,No,4:28,4:31,,
Sitting,BS,Stimulus,BSC,Yes,Yes,4:31,4:35,,
Swimming,BS,Stimulus,BSC,Yes,No,4:35,4:39,,
Swimming,BS,Stimulus,BNW,Yes,No,4:39,4:45,,
Swimming,BS,Stimulus,BSC,Yes,No,4:45,4:50,,
Swimming,BS,Stimulus,BNW,Yes,No,4:50,4:55,,
Swimming,BC,Control,BNW,Yes,No,4:55,4:58,,
Swimming,BC,Control,BCC,Yes,No,4:58,5:02,,
Swimming,BC,Control,CW,Yes,No,5:02,5:03,,
Swimming,FC,Control,CW,Yes,No,5:03,5:04,,
