Behavior,Quadrant,Side,Wall_Corner_Facing,Touching_Wall,Head_Up,Start_Time,End_Time,,
Swimming,FC,Control,CW,No,No,0:15,0:16,,
Swimming,FC,Control,FNW,Yes,No,0:16,0:19,,
Swimming,FC,Control,FCC,Yes,No,0:19,0:21,,
Swimming,FC,Control,CW,Yes,No,0:21,0:23,,
Swimming,FC,Control,FCC,Yes,No,0:23,0:26,,
Sitting,FC,Control,FCC,Yes,No,0:26,0:49,,
Swimming,FC,Control,FCC,Yes,No,0:49,0:55,,
Swimming,FC,Control,FNW,Yes,No,0:55,1:01,,
Swimming,FC,Control,FCC,Yes,No,1:01,1:06,,
Sitting,FC,Control,FCC,Yes,No,1:06,1:25,,
Swimming,FC,Control,FCC,Yes,No,1:25,1:26,,
Swimming,FC,Control,FNW,Yes,No,1:26,1:31,,
Swimming,FC,Control,FCC,Yes,No,1:31,1:44,,
Swimming,FC,Control,FNW,Yes,No,1:44,1:49,,
Sitting,FC,Control,FNW,Yes,No,1:49,1:53,,
Swimming,FC,Control,FNW,Yes,No,1:53,1:57,,
Swimming,FC,Control,FCC,Yes,No,1:57,1:58,,
Sitting,FC,Control,FCC,Yes,No,1:58,2:00,,
Sitting,FC,Control,FCC,Yes,Yes,2:00,2:01,,
Swimming,FC,Control,FNW,Yes,No,2:01,2:11,,
Sitting,FC,Control,FNW,Yes,No,2:11,2:16,,
Swimming,FC,Control,FNW,Yes,No,2:16,2:26,,
Swimming,FC,Control,FCC,Yes,No,2:26,2:27,,
Sitting,FC,Control,FCC,Yes,Yes,2:27,2:30,,
Sitting,FC,Control,FCC,Yes,No,2:30,2:32,,
Swimming,FC,Control,FCC,Yes,No,2:32,2:35,,
Swimming,FC,Control,FNW,Yes,No,2:35,2:42,,
Swimming,FC,Control,FCC,Yes,No,2:42,2:45,,
Swimming,FC,Control,FNW,Yes,No,2:45,2:53,,
Sitting,FC,Control,FCC,Yes,Yes,2:53,2:58,,
Swimming,FC,Control,FCC,Yes,No,2:58,3:17,,
Swimming,FC,Control,FNW,Yes,No,3:17,3:24,,
Swimming,FC,Control,FCC,Yes,No,3:24,3:43,,
Swimming,FC,Control,FNW,Yes,No,3:43,3:49,,
Sitting,FC,Control,FNW,Yes,Yes,3:49,3:52,,
Swimming,FC,Control,FCC,Yes,No,3:52,3:58,,
Swimming,FC,Control,FNW,Yes,No,3:58,4:12,,
Swimming,FS,Stimulus,FNW,Yes,No,4:12,4:16,,
Swimming,FC,Control,FNW,Yes,No,4:16,4:23,,
Swimming,FC,Control,FCC,Yes,No,4:23,4:24,,
Sitting,FC,Control,FCC,Yes,No,4:24,4:26,,
Swimming,FC,Control,FCC,Yes,No,4:26,4:29,,
Swimming,FC,Control,FNW,Yes,No,4:29,4:32,,
Swimming,FC,Control,FCC,Yes,No,4:32,4:35,,
Sitting,FC,Control,FCC,Yes,Yes,4:35,4:38,,
Swimming,FC,Control,FCC,Yes,No,4:38,4:41,,
Swimming,FC,Control,FNW,Yes,No,4:41,4:44,,
Swimming,FC,Control,FCC,Yes,No,4:44,4:45,,
Sitting,FC,Control,FCC,Yes,No,4:45,5:01,,
Swimming,FC,Control,FNW,Yes,No,5:01,5:09,,
Swimming,FC,Control,FCC,Yes,No,5:09,5:15,,
