Behavior,Quadrant,Side,Wall_Corner_Facing,Touching_Wall,Head_Up,Start_Time,End_Time,,
Swimming,FS,Stimulus,FNW,Yes,Yes,0:18,0:21,,
Swimming,FS,Stimulus,FSC,Yes,No,0:21,0:22,,
Swimming,FS,Stimulus,FNW,Yes,Yes,0:22,0:24,,
Swimming,FS,Stimulus,FSC,Yes,Yes,0:24,0:26,,
Swimming,FS,Stimulus,SW,Yes,Yes,0:26,0:30,,
Swimming,FS,Stimulus,SW,Yes,No,0:30,0:31,,
Swimming,BS,Stimulus,SW,Yes,Yes,0:31,0:33,,
Swimming,BS,Stimulus,BSC,Yes,Yes,0:33,0:37,,
Swimming,BS,Stimulus,BSC,Yes,No,0:37,0:41,,
Swimming,BS,Stimulus,BSC,Yes,Yes,0:41,0:44,,
Swimming,BS,Stimulus,BNW,Yes,No,0:44,0:47,,
Swimming,BS,Stimulus,BNW,Yes,Yes,0:47,0:52,,
Swimming,BS,Stimulus,CW,No,Yes,0:52,0:53,,
Swimming,FS,Stimulus,FNW,No,Yes,0:53,0:54,,
Swimming,FS,Stimulus,FNW,Yes,Yes,0:54,1:00,,
Swimming,FS,Stimulus,FNW,Yes,No,1:00,1:07,,
Swimming,FC,Control,FNW,Yes,No,1:07,1:09,,
Swimming,FC,Control,FNW,Yes,Yes,1:09,1:17,,
Swimming,FC,Control,FNW,Yes,No,1:17,1:21,,
Swimming,FC,Control,FCC,Yes,No,1:21,1:23,,
Swimming,FC,Control,FCC,Yes,Yes,1:23,1:29,,
Swimming,FC,Control,FCC,Yes,No,1:29,1:32,,
Swimming,FC,Control,FNW,Yes,Yes,1:32,1:38,,
Swimming,FS,Stimulus,FNW,Yes,No,1:38,1:40,,
Swimming,FS,Stimulus,FNW,Yes,Yes,1:40,1:47,,
Swimming,FS,Stimulus,FSC,Yes,Yes,1:47,1:49,,
Swimming,FS,Stimulus,FSC,Yes,No,1:49,1:53,,
Swimming,FS,Stimulus,FNW,Yes,Yes,1:53,1:55,,
Swimming,FS,Stimulus,FSC,Yes,No,1:55,2:04,,
Swimming,FS,Stimulus,FNW,Yes,Yes,2:04,2:07,,
Swimming,FS,Stimulus,FSC,Yes,Yes,2:07,2:09,,
Swimming,FS,Stimulus,FSC,Yes,No,2:09,2:16,,
Swimming,FS,Stimulus,SW,Yes,No,2:16,2:21,,
Swimming,FS,Stimulus,FSC,Yes,No,2:21,2:29,,
Swimming,FS,Stimulus,FNW,Yes,Yes,2:29,2:30,,
Sitting,FS,Stimulus,FNW,Yes,Yes,2:30,2:54,,
Swimming,FS,Stimulus,FNW,Yes,Yes,2:54,2:57,,
Swimming,FS,Stimulus,FSC,Yes,No,2:57,2:59,,
Swimming,FS,Stimulus,FSC,Yes,Yes,2:59,3:00,,
Swimming,FS,Stimulus,FNW,Yes,Yes,3:00,3:02,,
Swimming,FS,Stimulus,FSC,Yes,No,3:02,3:06,,
Swimming,FS,Stimulus,SW,Yes,No,3:06,3:11,,
Swimming,BS,Stimulus,SW,Yes,No,3:11,3:12,,
Swimming,BS,Stimulus,BSC,Yes,No,3:12,3:15,,
Swimming,BS,Stimulus,BSC,Yes,Yes,3:15,3:19,,
Swimming,BS,Stimulus,BSC,Yes,No,3:19,3:23,,
Swimming,BS,Stimulus,BNW,Yes,No,3:23,3:33,,
Swimming,BS,Stimulus,BNW,Yes,Yes,3:33,3:36,,
Swimming,BS,Stimulus,BNW,Yes,No,3:36,3:38,,
Swimming,BS,Stimulus,BSC,Yes,No,3:38,3:46,,
Swimming,BS,Stimulus,BNW,Yes,No,3:46,3:49,,
Swimming,BS,Stimulus,BSC,Yes,No,3:49,3:59,,
Swimming,BS,Stimulus,BNW,Yes,No,3:59,4:05,,
Swimming,BS,Stimulus,BSC,Yes,No,4:05,4:13,,
Swimming,BS,Stimulus,BNW,Yes,No,4:13,4:14,,
Swimming,BS,Stimulus,BNW,Yes,Yes,4:14,4:16,,
Swimming,BS,Stimulus,BNW,Yes,No,4:16,4:19,,
Swimming,BS,Stimulus,BNW,Yes,Yes,4:19,4:22,,
Sitting,BS,Stimulus,BNW,Yes,Yes,4:22,4:25,,
Swimming,BS,Stimulus,BNW,Yes,No,4:25,4:26,,
Swimming,BC,Control,BNW,Yes,No,4:26,4:29,,
Swimming,BC,Control,BNW,Yes,Yes,4:29,4:32,,
Swimming,BC,Control,BNW,Yes,No,4:32,4:36,,
Swimming,BC,Control,BNW,Yes,Yes,4:36,4:37,,
Swimming,BC,Control,BNW,Yes,No,4:37,4:38,,
Swimming,BC,Control,BCC,Yes,No,4:38,4:39,,
Swimming,BC,Control,BNW,Yes,No,4:39,4:46,,
Swimming,BC,Control,BNW,Yes,Yes,4:46,4:47,,
Swimming,BC,Control,BNW,Yes,No,4:47,4:49,,
Swimming,BS,Stimulus,BNW,Yes,Yes,4:49,4:52,,
Swimming,BS,Stimulus,BNW,Yes,No,4:52,4:53,,
Swimming,BS,Stimulus,BSC,Yes,No,4:53,4:57,,
Swimming,BS,Stimulus,BSC,Yes,Yes,4:57,4:59,,
Swimming,BS,Stimulus,SW,Yes,Yes,4:59,5:03,,
Sitting,BS,Stimulus,SW,Yes,Yes,5:03,5:18,,
