Behavior,Quadrant,Side,Wall_Corner_Facing,Touching_Wall,Head_Up,Start_Time,End_Time,,
Sitting,BC,Control,CW,No,No,0:15,1:03,,
Swimming,BC,Control,FNW,No,No,1:03,1:19,,
Swimming,BC,Control,SW,No,No,1:19,1:22,,
Swimming,BC,Control,FNW,No,No,1:22,1:29,,
Swimming,BC,Control,CW,Yes,No,1:29,1:42,,
Sitting,FC,Control,CW,Yes,No,1:42,1:45,,
Swimming,FC,Control,CW,Yes,No,1:45,1:54,,
Sitting,FC,Control,CW,Yes,No,1:54,2:02,,
Sitting,FC,Control,CW,Yes,Yes,2:02,2:09,,
Swimming,FC,Control,CW,Yes,No,2:09,2:11,,
Sitting,FC,Control,CW,Yes,No,2:11,3:33,,
Swimming,FC,Control,FNW,No,No,3:33,3:47,,
Sitting,FC,Control,FNW,No,Yes,3:47,4:06,,
Swimming,FC,Control,FNW,No,No,4:06,4:10,,
Swimming,FC,Control,CW,Yes,No,4:10,4:11,,
Sitting,FC,Control,CW,Yes,No,4:11,4:16,,
Swimming,FC,Control,CW,Yes,No,4:16,4:19,,
Sitting,FC,Control,CW,Yes,Yes,4:19,4:22,,
Swimming,FC,Control,CW,Yes,No,4:22,4:29,,
Swimming,FC,Control,FCC,Yes,No,4:29,4:31,,
Sitting,FC,Control,FNW,Yes,No,4:31,4:57,,
Swimming,FC,Control,FNW,Yes,No,4:57,5:06,,
Swimming,FC,Control,SW,No,No,5:06,5:10,,
Sitting,FC,Control,SW,No,No,5:10,5:15,,
