Behavior,Quadrant,Side,Wall_Corner_Facing,Touching_Wall,Head_Up,Start_Time,End_Time,,
Swimming,FS,Stimulus,SW,Yes,No,0:20,0:21,,
Swimming,FS,Stimulus,FNW,No,No,0:21,0:22,,
Swimming,FS,Stimulus,FNW,Yes,No,0:22,0:25,,
Swimming,FS,Stimulus,FSC,Yes,No,0:25,0:27,,
Swimming,FS,Stimulus,FNW,Yes,No,0:27,0:31,,
Swimming,FS,Stimulus,FSC,Yes,No,0:31,0:33,,
Swimming,FS,Stimulus,FNW,Yes,No,0:33,0:34,,
Sitting,FS,Stimulus,FNW,Yes,No,0:34,0:56,,
Swimming,FS,Stimulus,FNW,Yes,No,0:56,0:58,,
Sitting,FS,Stimulus,FSC,Yes,No,0:58,1:02,,
Swimming,FS,Stimulus,FSC,Yes,No,1:02,1:03,,
Sitting,FS,Stimulus,FSC,Yes,No,1:03,1:10,,
Swimming,FS,Stimulus,FSC,Yes,No,1:10,1:18,,
Sitting,FS,Stimulus,FSC,Yes,No,1:18,1:21,,
Swimming,FS,Stimulus,FNW,Yes,No,1:21,1:29,,
Sitting,FS,Stimulus,FNW,Yes,No,1:29,1:50,,
Swimming,FS,Stimulus,FNW,Yes,No,1:50,1:54,,
Swimming,FS,Stimulus,FSC,Yes,No,1:54,1:59,,
Swimming,FS,Stimulus,FNW,Yes,No,1:59,2:06,,
Sitting,FS,Stimulus,FNW,Yes,No,2:06,2:08,,
Swimming,FS,Stimulus,FNW,Yes,No,2:08,2:13,,
Sitting,FS,Stimulus,FNW,Yes,No,2:13,2:17,,
Swimming,FS,Stimulus,FNW,Yes,No,2:17,2:22,,
Sitting,FS,Stimulus,FNW,Yes,No,2:22,2:26,,
Swimming,FS,Stimulus,FNW,Yes,No,2:26,2:27,,
Sitting,FS,Stimulus,FNW,Yes,No,2:27,2:32,,
Swimming,FS,Stimulus,FNW,Yes,No,2:32,2:37,,
Sitting,FS,Stimulus,FNW,Yes,No,2:37,2:42,,
Swimming,FS,Stimulus,FNW,Yes,No,2:42,2:43,,
Sitting,FS,Stimulus,CW,No,No,2:43,2:46,,
Swimming,FS,Stimulus,CW,No,No,2:46,2:49,,
Sitting,FS,Stimulus,CW,No,No,2:49,3:42,,
Swimming,FS,Stimulus,CW,No,No,3:42,3:43,,
Sitting,FS,Stimulus,CW,No,No,3:43,5:04,,
Swimming,FS,Stimulus,FNW,Yes,No,5:04,5:11,,
Swimming,FS,Stimulus,FSC,Yes,No,5:11,5:13,,
Swimming,FS,Stimulus,FNW,Yes,No,5:13,5:20,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
