Behavior,Quadrant,Side,Wall_Corner_Facing,Touching_Wall,Head_Up,Start_Time,End_Time,,
Swimming,BS,Stimulus,BSC,Yes,No,0:11,0:13,,
Swimming,BS,Stimulus,SW,Yes,No,0:13,0:20,,
Swimming,FS,Stimulus,SW,Yes,No,0:20,0:23,,
Swimming,FS,Stimulus,FSC,Yes,No,0:23,1:13,,
Swimming,FS,Stimulus,SW,Yes,No,1:13,1:18,,
Swimming,FS,Stimulus,FSC,Yes,No,1:18,1:32,,
Sitting,FS,Stimulus,FSC,Yes,No,1:32,1:36,,
Swimming,FS,Stimulus,FSC,Yes,No,1:36,1:56,,
Sitting,FS,Stimulus,FSC,Yes,Yes,1:56,1:59,,
Swimming,FS,Stimulus,FSC,Yes,No,1:59,2:23,,
Swimming,FS,Stimulus,SW,Yes,No,2:23,2:29,,
Swimming,FS,Stimulus,FSC,Yes,No,2:29,2:37,,
Swimming,FS,Stimulus,SW,Yes,No,2:37,2:53,,
Swimming,FS,Stimulus,FSC,Yes,No,2:53,3:40,,
Swimming,FS,Stimulus,SW,Yes,No,3:40,3:50,,
Swimming,FS,Stimulus,SW,Yes,Yes,3:50,3:58,,
Swimming,FS,Stimulus,SW,Yes,No,3:58,4:09,,
Sitting,FS,Stimulus,SW,Yes,Yes,4:09,4:46,,
Swimming,FS,Stimulus,SW,Yes,No,4:46,4:51,,
Swimming,FS,Stimulus,FSC,Yes,No,4:51,5:00,,
Swimming,FS,Stimulus,FNW,Yes,No,5:00,5:05,,
Sitting,FS,Stimulus,FSC,Yes,No,5:05,5:11,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
