Behavior,Quadrant,Side,Wall_Corner_Facing,Touching_Wall,Head_Up,Start_Time,End_Time,,
Swimming,FC,Control,SW,No,No,0:16,0:20,,
Swimming,FS,Stimulus,SW,No,No,0:20,0:27,,
Swimming,FS,Stimulus,FSC,Yes,No,0:27,0:29,,
Sitting,FS,Stimulus,FSC,Yes,Yes,0:29,1:05,,
Swimming,FS,Stimulus,FNW,Yes,No,1:05,1:06,,
Swimming,FS,Stimulus,FNW,Yes,Yes,1:06,1:11,,
Sitting,FS,Stimulus,FNW,Yes,Yes,1:11,1:16,,
Swimming,FS,Stimulus,FNW,Yes,No,1:16,1:21,,
Swimming,FS,Stimulus,FNW,Yes,Yes,1:21,1:24,,
Swimming,FS,Stimulus,FNW,Yes,No,1:24,1:33,,
Sitting,FS,Stimulus,FNW,Yes,Yes,1:33,1:38,,
Swimming,FS,Stimulus,FNW,Yes,No,1:38,1:53,,
Swimming,FS,Stimulus,FSC,Yes,No,1:53,1:55,,
Swimming,FS,Stimulus,FSC,Yes,Yes,1:55,1:56,,
Swimming,FS,Stimulus,SW,Yes,Yes,1:56,1:58,,
Swimming,FS,Stimulus,SW,Yes,No,1:58,2:00,,
Swimming,BS,Stimulus,SW,Yes,No,2:00,2:01,,
Swimming,BS,Stimulus,SW,Yes,Yes,2:01,2:02,,
Sitting,BS,Stimulus,SW,Yes,Yes,2:02,2:21,,
Swimming,BS,Stimulus,BNW,Yes,No,2:21,2:26,,
Swimming,BS,Stimulus,BSC,Yes,No,2:26,2:27,,
Swimming,BS,Stimulus,BNW,Yes,No,2:27,2:30,,
Swimming,BS,Stimulus,BSC,Yes,No,2:30,2:32,,
Swimming,BS,Stimulus,BNW,Yes,No,2:32,2:39,,
Swimming,BS,Stimulus,BSC,Yes,No,2:39,2:41,,
Sitting,BS,Stimulus,BNW,Yes,Yes,2:41,2:43,,
Swimming,BS,Stimulus,BNW,Yes,Yes,2:43,2:46,,
Swimming,BS,Stimulus,BNW,Yes,No,2:46,2:55,,
Swimming,BS,Stimulus,BSC,Yes,No,2:55,2:58,,
Swimming,BS,Stimulus,BNW,Yes,Yes,2:58,2:59,,
Sitting,BS,Stimulus,BNW,Yes,Yes,2:59,3:02,,
Swimming,BS,Stimulus,BNW,Yes,No,3:02,3:08,,
Swimming,BC,Control,BNW,Yes,No,3:08,3:13,,
Swimming,BC,Control,CW,Yes,No,3:13,3:14,,
Swimming,BC,Control,BCC,Yes,No,3:14,3:19,,
Sitting,BC,Control,CW,Yes,Yes,3:19,3:27,,
Swimming,BC,Control,BCC,Yes,Yes,3:27,3:34,,
Sitting,BC,Control,BCC,Yes,Yes,3:34,3:37,,
Swimming,BC,Control,BNW,Yes,Yes,3:37,3:39,,
Swimming,BC,Control,BNW,Yes,No,3:39,3:41,,
Swimming,BS,Stimulus,BNW,Yes,No,3:41,3:44,,
Swimming,BS,Stimulus,BNW,Yes,Yes,3:44,3:47,,
Swimming,BS,Stimulus,SW,Yes,Yes,3:47,3:48,,
Swimming,BS,Stimulus,SW,Yes,No,3:48,3:50,,
Swimming,FS,Stimulus,SW,Yes,No,3:50,3:52,,
Sitting,FS,Stimulus,FNW,Yes,Yes,3:52,4:16,,
Swimming,FS,Stimulus,FNW,Yes,No,4:16,4:19,,
Swimming,FS,Stimulus,SW,Yes,No,4:19,4:20,,
Swimming,FS,Stimulus,SW,Yes,Yes,4:20,4:22,,
Swimming,FS,Stimulus,SW,Yes,No,4:22,4:23,,
Swimming,BS,Stimulus,SW,Yes,No,4:23,4:24,,
Swimming,BS,Stimulus,BSC,Yes,No,4:24,4:25,,
Swimming,BS,Stimulus,BNW,Yes,No,4:25,4:27,,
Swimming,BS,Stimulus,BNW,Yes,Yes,4:27,4:36,,
Swimming,BS,Stimulus,BNW,Yes,No,4:36,4:40,,
Swimming,BC,Control,BNW,Yes,No,4:40,4:48,,
Swimming,BC,Control,BNW,Yes,Yes,4:48,4:50,,
Sitting,BC,Control,BCC,Yes,Yes,4:50,4:56,,
Swimming,BC,Control,BCC,Yes,No,4:56,4:58,,
Swimming,BC,Control,BNW,Yes,Yes,4:58,5:00,,
Swimming,BC,Control,BNW,Yes,No,5:00,5:08,,
Swimming,BC,Control,BNW,Yes,Yes,5:08,5:10,,
Sitting,BC,Control,BNW,Yes,Yes,5:10,5:16,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
