Behavior,Quadrant,Side,Wall_Corner_Facing,Touching_Wall,Head_Up,Start_Time,End_Time,,
Swimming,FS,Stimulus,FNW,No,No,0:19,0:20,,
Swimming,FS,Stimulus,FSC,Yes,No,0:20,0:23,,
Swimming,FS,Stimulus,FNW,Yes,No,0:23,0:25,,
Swimming,FS,Stimulus,FSC,Yes,No,0:25,0:42,,
Swimming,FS,Stimulus,FNW,Yes,No,0:42,0:44,,
Sitting,FS,Stimulus,FNW,Yes,No,0:44,0:53,,
Swimming,FS,Stimulus,FSC,Yes,No,0:53,1:04,,
Swimming,FS,Stimulus,FNW,Yes,No,1:04,1:07,,
Swimming,FS,Stimulus,FSC,Yes,No,1:07,1:16,,
Swimming,FS,Stimulus,FNW,Yes,No,1:16,1:25,,
Swimming,FS,Stimulus,FSC,Yes,No,1:25,1:30,,
Swimming,FS,Stimulus,FNW,Yes,No,1:30,1:34,,
Swimming,FS,Stimulus,FSC,Yes,No,1:34,1:52,,
Swimming,FS,Stimulus,FNW,Yes,No,1:52,2:00,,
Sitting,FS,Stimulus,FNW,Yes,No,2:00,2:03,,
Swimming,FS,Stimulus,FNW,Yes,No,2:03,2:10,,
Swimming,FS,Stimulus,FSC,Yes,No,2:10,2:28,,
Swimming,FS,Stimulus,FNW,Yes,No,2:28,2:30,,
Sitting,FS,Stimulus,FNW,Yes,No,2:30,2:32,,
Swimming,FS,Stimulus,FNW,Yes,No,2:32,2:39,,
Swimming,FS,Stimulus,FSC,Yes,No,2:39,3:23,,
Swimming,FS,Stimulus,FNW,Yes,No,3:23,3:29,,
Swimming,FS,Stimulus,FSC,Yes,No,3:29,3:57,,
Sitting,FS,Stimulus,FNW,Yes,No,3:57,3:58,,
Swimming,FS,Stimulus,FNW,Yes,No,3:58,4:04,,
Swimming,FS,Stimulus,FSC,Yes,No,4:04,4:52,,
Swimming,FS,Stimulus,FNW,Yes,No,4:52,4:55,,
Swimming,FS,Stimulus,FSC,Yes,No,4:55,4:57,,
Swimming,FS,Stimulus,FNW,Yes,No,4:57,5:01,,
Swimming,FS,Stimulus,FSC,Yes,No,5:01,5:06,,
Swimming,FS,Stimulus,FNW,Yes,No,5:06,5:10,,
Swimming,FS,Stimulus,FSC,Yes,No,5:10,5:13,,
Swimming,FS,Stimulus,FNW,Yes,No,5:13,5:18,,
Swimming,FS,Stimulus,FSC,Yes,No,5:18,5:19,,
,,,,,,,,,
