Behavior,Quadrant,Side,Wall_Corner_Facing,Touching_Wall,Head_Up,Start_Time,End_Time,,
Swimming,FC,Control,FNW,Yes,No,0:23,0:26,,
Sitting,FC,Control,FNW,Yes,Yes,0:26,0:36,,
Swimming,FC,Control,FNW,Yes,No,0:36,0:54,,
Sitting,FC,Control,FNW,Yes,Yes,0:54,1:39,,
Swimming,FC,Control,FNW,Yes,No,1:39,1:43,,
Swimming,FC,Control,SW,No,No,1:43,1:44,,
Biting,FC,Control,SW,No,No,1:44,1:51,*THREE SMALL BITES WITH NO HEAD TILT,
Sitting,FC,Control,SW,No,No,1:51,1:54,,
Sitting,FC,Control,SW,No,Yes,1:54,2:20,,
Swimming,FC,Control,SW,No,No,2:20,2:24,,
Swimming,FS,Stimulus,FNW,Yes,No,2:24,2:26,,
Sitting,FS,Stimulus,FNW,Yes,Yes,2:26,2:47,,
Swimming,FS,Stimulus,FNW,Yes,No,2:47,3:00,,
Sitting,FS,Stimulus,SW,Yes,No,3:00,3:03,,
Sitting,FS,Stimulus,SW,Yes,Yes,3:03,3:14,,
Swimming,FS,Stimulus,FNW,Yes,Yes,3:14,3:16,,
Swimming,FS,Stimulus,FNW,Yes,No,3:16,3:41,,
Swimming,FS,Stimulus,FSC,Yes,No,3:41,3:42,,
Swimming,FS,Stimulus,SW,Yes,No,3:42,3:44,,
Sitting,FS,Stimulus,SW,Yes,Yes,3:44,4:02,,
Swimming,FS,Stimulus,FSC,Yes,No,4:02,4:03,,
Swimming,FS,Stimulus,FNW,Yes,No,4:03,4:08,,
Sitting,FS,Stimulus,FCC,No,Yes,4:08,5:00,,
Swimming,FS,Stimulus,FNW,No,No,5:00,5:03,,
Swimming,FS,Stimulus,FNW,Yes,No,5:03,5:13,,
Swimming,FS,Stimulus,FSC,Yes,Yes,5:13,5:17,,
Swimming,FS,Stimulus,FNW,Yes,No,5:17,5:23,,
