Behavior,Quadrant,Side,Wall_Corner_Facing,Touching_Wall,Head_Up,Start_Time,End_Time,,
Swimming,BC,Control,BCC,Yes,No,0:19,0:22,,
Swimming,BC,Control,CW,Yes,No,0:22,0:29,,
Swimming,FC,Control,FNW,No,No,0:29,0:33,,
Swimming,FC,Control,CW,Yes,No,0:33,0:35,,
Swimming,FC,Control,FNW,Yes,No,0:35,0:36,,
Swimming,FC,Control,FCC,Yes,No,0:36,0:37,,
Swimming,FC,Control,CW,Yes,No,0:37,0:42,,
Sitting,FC,Control,CW,Yes,No,0:42,0:45,,
Swimming,FC,Control,CW,Yes,No,0:45,0:51,,
Sitting,FC,Control,CW,Yes,No,0:51,0:54,,
Swimming,FC,Control,CW,Yes,No,0:54,1:00,,
Sitting,FC,Control,FCC,No,No,1:00,1:04,,
Swimming,FC,Control,FNW,Yes,No,1:04,1:10,,
Swimming,FS,Stimulus,FNW,Yes,No,1:10,1:13,,
Swimming,FS,Stimulus,FSC,Yes,No,1:13,1:17,,
Swimming,FS,Stimulus,SW,Yes,No,1:17,1:20,,
Swimming,FS,Stimulus,BNW,No,No,1:20,1:22,,
Sitting,BS,Stimulus,BSC,No,No,1:22,1:26,,
Sitting,BS,Stimulus,SW,Yes,Yes,1:26,1:30,,
Swimming,FS,Stimulus,SW,Yes,No,1:30,1:32,,
Swimming,FS,Stimulus,FSC,Yes,No,1:32,1:39,,
Sitting,FS,Stimulus,FSC,Yes,No,1:39,1:43,,
Swimming,FS,Stimulus,SW,Yes,No,1:43,1:45,,
Sitting,FS,Stimulus,SW,Yes,No,1:45,1:52,,
Swimming,FS,Stimulus,BNW,No,No,1:52,1:54,,
Sitting,FS,Stimulus,BNW,No,No,1:54,1:56,,
Swimming,FS,Stimulus,BNW,No,No,1:56,2:00,,
Swimming,FS,Stimulus,SW,Yes,No,2:00,2:03,,
Swimming,FS,Stimulus,FSC,Yes,No,2:03,2:28,,
Swimming,FS,Stimulus,SW,Yes,No,2:28,2:32,,
Swimming,FS,Stimulus,FSC,Yes,No,2:32,2:53,,
Swimming,FS,Stimulus,SW,Yes,No,2:53,2:55,,
Swimming,FS,Stimulus,FSC,Yes,No,2:55,3:06,,
Swimming,FS,Stimulus,SW,Yes,No,3:06,3:09,,
Swimming,FS,Stimulus,FSC,Yes,No,3:09,3:11,,
Sitting,FS,Stimulus,FSC,Yes,No,3:11,3:21,,
Swimming,FS,Stimulus,FSC,Yes,No,3:21,3:27,,
Sitting,FS,Stimulus,FSC,Yes,Yes,3:27,3:30,,
Sitting,FS,Stimulus,FSC,Yes,No,3:30,3:32,,
Swimming,FS,Stimulus,FSC,Yes,No,3:32,3:43,,
Swimming,FS,Stimulus,FNW,Yes,No,3:43,3:49,,
Sitting,FS,Stimulus,CW,No,No,3:49,3:55,,
Swimming,FS,Stimulus,CW,No,No,3:55,4:01,,
Sitting,FS,Stimulus,CW,No,No,4:01,4:05,,
Swimming,FS,Stimulus,CW,No,No,4:05,4:07,,
Sitting,FS,Stimulus,CW,No,No,4:07,4:24,,
Swimming,FS,Stimulus,CW,No,No,4:24,4:26,,
Swimming,FC,Control,CW,No,No,4:26,4:28,,
Swimming,FC,Control,FNW,Yes,No,4:28,4:45,,
Swimming,FS,Stimulus,FNW,Yes,No,4:45,4:46,,
Swimming,FS,Stimulus,SW,No,No,4:46,4:47,,
Swimming,FS,Stimulus,FNW,Yes,No,4:47,4:52,,
Swimming,FS,Stimulus,FSC,Yes,No,4:52,4:55,,
Swimming,FS,Stimulus,FNW,Yes,No,4:55,4:59,,
Swimming,FS,Stimulus,FSC,Yes,No,4:59,5:04,,
Swimming,FS,Stimulus,FNW,Yes,No,5:04,5:13,,
Swimming,FS,Stimulus,FSC,Yes,No,5:13,5:19,,
