Behavior,Quadrant,Side,Wall_Corner_Facing,Touching_Wall,Head_Up,Start_Time,End_Time,,
Swimming,BC,Control,BCC,Yes,No,0:14,0:17,,
Swimming,BC,Control,CW,Yes,No,0:17,0:20,,
Sitting,BC,Control,CW,Yes,No,0:20,0:24,,
Swimming,BC,Control,CW,Yes,No,0:24,0:26,,
Swimming,BC,Control,FNW,No,No,0:26,0:33,,
Swimming,BC,Control,CW,Yes,No,0:33,0:40,,
Swimming,BC,Control,BCC,Yes,No,0:40,1:03,,
Sitting,BC,Control,BCC,Yes,Yes,1:03,1:08,,
Swimming,BC,Control,CW,Yes,No,1:08,1:14,,
Sitting,BC,Control,FNW,No,Yes,1:14,1:18,,
Swimming,BC,Control,CW,Yes,No,1:18,1:22,,
Swimming,FC,Control,CW,Yes,No,1:22,1:24,,
Sitting,FC,Control,CW,Yes,Yes,1:24,1:28,,
Swimming,FC,Control,CW,Yes,No,1:28,1:30,,
Swimming,BC,Control,CW,Yes,No,1:30,1:33,,
Swimming,BC,Control,BCC,Yes,No,1:33,1:35,,
Swimming,BC,Control,BNW,Yes,No,1:35,1:36,,
Sitting,BC,Control,BNW,Yes,Yes,1:36,1:48,,
Swimming,BC,Control,BNW,Yes,No,1:48,1:51,,
Swimming,BC,Control,SW,No,No,1:51,1:54,,
Swimming,FC,Control,FSC,No,No,1:54,1:56,,
Swimming,FS,Stimulus,FNW,No,No,1:56,1:57,,
Swimming,FS,Stimulus,FNW,Yes,No,1:57,2:06,,
Sitting,FS,Stimulus,FNW,Yes,Yes,2:06,2:10,,
Swimming,FS,Stimulus,FNW,Yes,No,2:10,2:20,,
Swimming,FS,Stimulus,FSC,Yes,No,2:20,2:24,,
Swimming,FS,Stimulus,FNW,Yes,No,2:24,2:28,,
Sitting,FS,Stimulus,FNW,Yes,Yes,2:28,2:37,,
Swimming,FS,Stimulus,FNW,Yes,No,2:37,2:41,,
Swimming,FS,Stimulus,CW,No,No,2:41,2:45,,
Swimming,FC,Control,CW,No,No,2:45,2:46,,
Sitting,FC,Control,CW,No,Yes,2:46,2:55,,
Swimming,FC,Control,CW,No,No,2:55,2:57,,
Swimming,FC,Control,FNW,Yes,No,2:57,3:05,,
Swimming,FS,Stimulus,FNW,Yes,No,3:05,3:11,,
Swimming,FS,Stimulus,FSC,Yes,No,3:11,3:12,,
Sitting,FS,Stimulus,FSC,Yes,Yes,3:12,3:19,,
Swimming,FS,Stimulus,FNW,Yes,No,3:19,3:21,,
Swimming,FS,Stimulus,FSC,Yes,No,3:21,3:34,,
Swimming,FS,Stimulus,FNW,Yes,No,3:34,3:37,,
Sitting,FS,Stimulus,FNW,Yes,Yes,3:37,3:41,,
Swimming,FS,Stimulus,FNW,Yes,No,3:41,3:44,,
Swimming,FS,Stimulus,FSC,Yes,No,3:44,3:45,,
Swimming,FS,Stimulus,FNW,Yes,No,3:45,3:48,,
Swimming,FS,Stimulus,FSC,Yes,No,3:48,3:52,,
Sitting,FS,Stimulus,FSC,Yes,Yes,3:52,3:58,,
Swimming,FS,Stimulus,FSC,Yes,No,3:58,4:13,,
Sitting,FS,Stimulus,FSC,Yes,Yes,4:13,4:33,,
Swimming,FS,Stimulus,FNW,Yes,No,4:33,4:37,,
Swimming,FS,Stimulus,FSC,Yes,No,4:37,4:43,,
Sitting,FS,Stimulus,FSC,Yes,Yes,4:43,4:57,,
Swimming,FS,Stimulus,SW,Yes,No,4:57,5:14,,
