Behavior,Quadrant,Side,Wall_Corner_Facing,Touching_Wall,Head_Up,Start_Time,End_Time,,
Swimming,FS,Stimulus,SW,Yes,No,0:17,0:19,,
Swimming,BS,Stimulus,BNW,No,No,0:19,0:21,,
Swimming,BS,Stimulus,CW,No,No,0:21,0:23,,
Swimming,FC,Control,CW,No,No,0:23,0:25,,
Swimming,FC,Control,FCC,Yes,No,0:25,0:32,,
Swimming,FC,Control,FNW,Yes,No,0:32,0:35,,
Swimming,FC,Control,FCC,Yes,No,0:35,0:38,,
Swimming,FC,Control,FNW,Yes,No,0:38,0:40,,
Swimming,FC,Control,FCC,Yes,No,0:40,0:45,,
Swimming,FC,Control,FNW,Yes,No,0:45,0:47,,
Swimming,FC,Control,FCC,Yes,No,0:47,1:13,,
Sitting,FC,Control,FCC,Yes,Yes,1:13,1:20,,
Swimming,FC,Control,FCC,Yes,No,1:20,1:38,,
Sitting,FC,Control,FCC,Yes,Yes,1:38,1:40,,
Swimming,FC,Control,FCC,Yes,No,1:40,2:07,,
Swimming,FC,Control,CW,Yes,No,2:07,2:11,,
Swimming,FC,Control,FCC,Yes,No,2:11,2:15,,
Sitting,FC,Control,FCC,Yes,Yes,2:15,2:17,,
Swimming,FC,Control,FCC,Yes,No,2:17,2:31,,
Sitting,FC,Control,FCC,Yes,Yes,2:31,2:36,,
Swimming,FC,Control,FCC,Yes,No,2:36,2:58,,
Sitting,FC,Control,FCC,Yes,Yes,2:58,3:05,,
Swimming,FC,Control,FCC,Yes,No,3:05,3:42,,
Sitting,FC,Control,FCC,Yes,Yes,3:42,3:44,,
Swimming,FC,Control,FCC,Yes,No,3:44,3:58,,
Sitting,FC,Control,FCC,Yes,Yes,3:58,4:02,,
Swimming,FC,Control,FCC,Yes,No,4:02,4:41,,
Sitting,FC,Control,FCC,Yes,Yes,4:41,4:43,,
Swimming,FC,Control,FCC,Yes,No,4:43,4:59,,
Swimming,FC,Control,FCC,Yes,Yes,4:59,5:03,,
Sitting,FC,Control,FCC,Yes,Yes,5:03,5:17,,
