Behavior,Quadrant,Side,Wall_Corner_Facing,Touching_Wall,Head_Up,Start_Time,End_Time,,
Swimming,BS,Stimulus,BSC,No,No,0:17,0:28,,
Swimming,BS,Stimulus,BSC,Yes,No,0:28,0:38,,
Swimming,BS,Stimulus,SW,Yes,No,0:38,0:42,,
Swimming,FS,Stimulus,SW,Yes,No,0:42,0:47,,
Swimming,FS,Stimulus,FSC,Yes,No,0:47,0:53,,
Sitting,FS,Stimulus,FSC,Yes,Yes,0:53,1:15,,
Sitting,FS,Stimulus,FSC,Yes,No,1:15,1:19,,
Swimming,FS,Stimulus,FSC,Yes,No,1:19,1:20,,
Swimming,FS,Stimulus,FNW,Yes,No,1:20,1:26,,
Swimming,FS,Stimulus,FSC,Yes,No,1:26,1:40,,
Sitting,FS,Stimulus,FSC,Yes,Yes,1:40,2:29,,
Sitting,FS,Stimulus,FSC,Yes,No,2:29,3:00,,
Sitting,FS,Stimulus,FSC,Yes,No,0:00,0:01,,
Swimming,FS,Stimulus,FSC,Yes,Yes,0:01,0:52,,
Swimming,FS,Stimulus,FSC,Yes,No,0:52,0:55,,
Swimming,FS,Stimulus,SW,Yes,No,0:55,1:01,,
Swimming,BS,Stimulus,SW,Yes,No,1:01,1:05,,
Sitting,BS,Stimulus,BSC,Yes,Yes,1:05,1:33,,
Sitting,BS,Stimulus,BSC,Yes,No,1:33,1:42,,
Swimming,BS,Stimulus,BSC,Yes,No,1:42,1:47,,
Sitting,BS,Stimulus,BSC,Yes,No,1:47,1:50,,
Swimming,BS,Stimulus,BSC,Yes,No,1:50,1:52,,
Swimming,BS,Stimulus,SW,Yes,No,1:52,1:57,,
Swimming,FS,Stimulus,SW,Yes,No,1:57,2:00,,
Swimming,FS,Stimulus,FSC,Yes,No,2:00,2:01,,
Swimming,FS,Stimulus,FNW,Yes,No,2:01,2:08,,
Sitting,FS,Stimulus,FNW,Yes,Yes,2:08,2:17,,
