Behavior,Quadrant,Side,Wall_Corner_Facing,Touching_Wall,Head_Up,Start_Time,End_Time,,
Sitting,Center,Stimulus,FNW,No,No,0:20,2:22,*Moved head around during this time but no other body parts moved,
Swimming,Center,Stimulus,FNW,No,No,2:22,2:25,,
Swimming,FS,Stimulus,SW,No,No,2:25,2:29,,
Swimming,FS,Stimulus,FSC,No,No,2:29,2:32,,
Swimming,FS,Stimulus,FNW,Yes,No,2:32,2:43,,
Swimming,FS,Stimulus,CW,No,No,2:43,2:47,,
Swimming,FC,Control,CW,No,No,2:47,2:50,,
Swimming,FC,Control,FCC,No,No,2:50,2:55,,
Sitting,FC,Control,FCC,No,No,2:55,2:57,,
Sitting,FC,Control,FCC,No,Yes,2:57,3:00,,
Sitting,FC,Control,FCC,No,Yes,0:00,0:13,,
Sitting,FC,Control,CW,No,Yes,0:13,0:20,*Shifted very slightly but not enough to be swimming,
Sitting,FC,Control,CW,No,No,0:20,0:25,,
Swimming,FC,Control,FCC,Yes,No,0:25,0:34,,
Swimming,FC,Control,CW,Yes,No,0:34,0:40,,
Swimming,BC,Control,CW,Yes,No,0:40,0:41,,
Swimming,BC,Control,BCC,No,No,0:41,0:43,,
Swimming,BC,Control,BNW,Yes,No,0:43,0:47,,
Swimming,BC,Control,BCC,Yes,No,0:47,0:52,,
Sitting,BC,Control,BCC,Yes,No,0:52,1:00,,
Swimming,BC,Control,BCC,Yes,No,1:00,1:04,,
Swimming,BC,Control,CW,Yes,No,1:04,1:11,,
Swimming,FC,Control,FCC,No,No,1:11,1:14,,
Swimming,FC,Control,FNW,Yes,No,1:14,1:23,,
Sitting,FC,Control,FNW,Yes,Yes,1:23,2:20,,
