Behavior,Quadrant,Side,Wall_Corner_Facing,Touching_Wall,Head_Up,Start_Time,End_Time,,
Swimming,FC,Control,FCC,No,No,0:15,0:19,,
Swimming,FC,Control,CW,No,No,0:19,0:23,,
Swimming,FC,Control,CW,Yes,No,0:23,0:25,,
Swimming,FC,Control,FCC,Yes,No,0:25,0:33,,
Swimming,FC,Control,FNW,Yes,No,0:33,0:38,,
Swimming,FC,Control,FCC,Yes,No,0:38,0:44,,
Swimming,FC,Control,FNW,Yes,No,0:44,0:47,,
Swimming,FC,Control,FCC,Yes,No,0:47,0:52,,
Sitting,FC,Control,FCC,Yes,Yes,0:52,1:20,,
Swimming,FC,Control,FCC,Yes,No,1:20,1:22,,
Sitting,FC,Control,FCC,Yes,No,1:22,1:32,*Put head down as if smelling the floor or digigng nose into corner of the arena,
Swimming,FC,Control,FNW,Yes,No,1:32,1:37,*Very little actual movement - not frantic,
Swimming,FC,Control,FCC,Yes,No,1:37,1:39,,
Sitting,FC,Control,FCC,Yes,Yes,1:39,1:45,,
Swimming,FC,Control,FCC,Yes,No,1:45,1:47,,
Swimming,FC,Control,CW,Yes,No,1:47,1:54,,
Swimming,FC,Control,BNW,No,No,1:54,1:57,,
Swimming,BC,Control,BNW,No,No,1:57,2:00,,
Swimming,BC,Control,BNW,Yes,No,2:00,2:19,,
Sitting,BC,Control,BNW,Yes,Yes,2:19,2:57,,
Sitting,BC,Control,BNW,Yes,No,2:57,3:00,,
Sitting,BC,Control,BNW,Yes,No,0:00,0:18,,
Swimming,BC,Control,BNW,Yes,No,0:18,0:34,"*Very small, barely there sort of movements but really can't count as sitting",
Sitting,BC,Control,BCC,Yes,No,0:34,0:44,,
Swimming,BC,Control,BCC,Yes,No,0:44,1:00,,
Sitting,BC,Control,BCC,Yes,No,1:00,2:09,,
Sitting,BC,Control,BCC,Yes,Yes,2:09,2:15,,
