Behavior,Quadrant,Side,Wall_Corner_Facing,Touching_Wall,Head_Up,Start_Time,End_Time,,
Swimming,FS,Stimulus,FNW,Yes,No,0:21,0:24,,
Swimming,FS,Stimulus,SW,No,No,0:24,0:29,,
Swimming,FS,Stimulus,FSC,Yes,No,0:29,0:57,,
Sitting,FS,Stimulus,FSC,Yes,Yes,0:57,1:05,,
Swimming,FS,Stimulus,FSC,Yes,No,1:05,1:28,,
Sitting,FS,Stimulus,FSC,Yes,No,1:28,1:30,,
Sitting,FS,Stimulus,FSC,Yes,Yes,1:30,2:07,,
Sitting,FS,Stimulus,FSC,Yes,No,2:07,2:11,,
Sitting,FS,Stimulus,FSC,Yes,Yes,2:11,2:21,,
Swimming,FS,Stimulus,FSC,Yes,Yes,2:21,2:25,,
Swimming,FS,Stimulus,FSC,Yes,No,2:25,2:27,,
Swimming,FS,Stimulus,FNW,Yes,No,2:27,2:30,,
Sitting,FS,Stimulus,FNW,Yes,Yes,2:30,2:34,,
Swimming,FS,Stimulus,FNW,Yes,No,2:34,2:36,,
Swimming,FS,Stimulus,FSC,Yes,No,2:36,2:40,,
Swimming,FS,Stimulus,SW,Yes,No,2:40,2:43,,
Swimming,BS,Stimulus,SW,Yes,No,2:43,2:45,,
Swimming,BS,Stimulus,BSC,No,Yes,2:45,2:46,,
Sitting,BS,Stimulus,BSC,Yes,Yes,2:46,2:55,,
Swimming,BS,Stimulus,BSC,Yes,No,2:55,2:58,,
Sitting,BS,Stimulus,BSC,Yes,Yes,2:58,3:00,,
Sitting,BS,Stimulus,BSC,Yes,Yes,0:00,0:14,,
Swimming,BS,Stimulus,BNW,Yes,Yes,0:14,0:15,,
Swimming,BS,Stimulus,BSC,Yes,No,0:15,0:22,,
Swimming,BS,Stimulus,BNW,Yes,No,0:22,0:33,,
Swimming,BS,Stimulus,BSC,Yes,No,0:33,0:37,,
Swimming,BS,Stimulus,BSC,Yes,Yes,0:37,0:38,,
Sitting,BS,Stimulus,BSC,Yes,Yes,0:38,0:45,,
Swimming,BS,Stimulus,BSC,Yes,Yes,0:45,0:47,,
Swimming,BS,Stimulus,BNW,Yes,Yes,0:47,0:48,,
Swimming,BS,Stimulus,BNW,Yes,No,0:48,0:51,,
Sitting,BS,Stimulus,BNW,Yes,Yes,0:51,0:56,,
Swimming,BS,Stimulus,BNW,Yes,No,0:56,1:00,,
Swimming,BS,Stimulus,BSC,Yes,No,1:00,1:39,,
Sitting,BS,Stimulus,BSC,Yes,Yes,1:39,1:58,,
Swimming,BS,Stimulus,BSC,Yes,No,1:58,2:01,,
Swimming,BS,Stimulus,BSC,Yes,Yes,2:01,2:03,,
Swimming,BS,Stimulus,BNW,Yes,Yes,2:03,2:04,,
Sitting,BS,Stimulus,BNW,Yes,Yes,2:04,2:11,,
Swimming,BS,Stimulus,BNW,Yes,Yes,2:11,2:13,,
Swimming,BS,Stimulus,BNW,Yes,No,2:13,2:21,,
