Behavior,Quadrant,Side,Wall_Corner_Facing,Touching_Wall,Head_Up,Start_Time,End_Time,,
Swimming,FS,Stimulus,FNW,No,No,0:24,0:26,,
Sitting,FS,Stimulus,FSC,No,No,0:26,0:48,,
Swimming,FS,Stimulus,FSC,No,No,0:48,0:57,,
Swimming,FS,Stimulus,FNW,Yes,No,0:57,0:59,,
Swimming,FS,Stimulus,FSC,Yes,No,0:59,1:37,,
Sitting,FS,Stimulus,FSC,Yes,Yes,1:37,2:02,,
Swimming,FS,Stimulus,SW,Yes,No,2:02,2:04,,
Swimming,BS,Stimulus,SW,Yes,No,2:04,2:06,,
Swimming,BS,Stimulus,BNW,Yes,No,2:06,2:18,,
Swimming,BC,Control,BNW,Yes,No,2:18,2:21,,
Sitting,BC,Control,BNW,Yes,Yes,2:21,2:38,,
Swimming,BC,Control,CW,Yes,No,2:38,2:41,,
Swimming,FC,Control,CW,Yes,No,2:41,2:46,,
Swimming,FC,Control,FCC,Yes,No,2:46,2:49,,
Swimming,FC,Control,FNW,Yes,No,2:49,2:54,,
Swimming,FS,Stimulus,FNW,Yes,No,2:54,3:00,,
Swimming,FS,Stimulus,FNW,Yes,No,0:00,0:02,,
Swimming,FS,Stimulus,FSC,Yes,No,0:02,0:17,,
Swimming,FS,Stimulus,FNW,Yes,No,0:17,0:19,,
Swimming,FS,Stimulus,FSC,Yes,No,0:19,0:26,,
Sitting,FS,Stimulus,FSC,Yes,Yes,0:26,1:20,,
Swimming,FS,Stimulus,FNW,Yes,No,1:20,1:25,,
Swimming,FC,Control,FNW,Yes,No,1:25,1:30,,
Sitting,FC,Control,FNW,Yes,Yes,1:30,1:37,,
Swimming,FC,Control,FCC,Yes,No,1:37,1:44,,
Sitting,FC,Control,FCC,Yes,Yes,1:44,1:48,,
Sitting,FC,Control,FCC,Yes,No,1:48,1:53,,
Swimming,FC,Control,FCC,Yes,No,1:53,2:14,,
Swimming,FC,Control,FNW,Yes,No,2:14,2:23,,
Swimming,FS,Stimulus,FNW,Yes,No,2:23,2:24,,
