Behavior,Quadrant,Side,Wall_Corner_Facing,Touching_Wall,Head_Up,Start_Time,End_Time,,
Sitting,Center,Center,FNW,No,No,0:19,1:13,,
Swimming,FC,Control,FNW,No,No,1:13,1:16,,
Swimming,FC,Control,FCC,No,No,1:16,1:21,,
Swimming,FC,Control,CW,No,No,1:21,1:26,,
Swimming,FC,Control,FCC,Yes,No,1:26,1:32,,
Sitting,FC,Control,FCC,Yes,No,1:32,1:36,,
Swimming,FC,Control,FNW,Yes,No,1:36,1:40,,
Swimming,FC,Control,FCC,Yes,No,1:40,1:45,,
Swimming,FC,Control,FNW,Yes,No,1:45,1:47,,
Swimming,FC,Control,FCC,Yes,No,1:47,1:56,,
Sitting,FC,Control,FCC,Yes,Yes,1:56,2:03,,
Swimming,FC,Control,FCC,Yes,No,2:03,2:12,,
Swimming,FC,Control,FNW,Yes,No,2:12,2:23,,
Swimming,FC,Control,FCC,Yes,No,2:23,2:32,,
Swimming,FC,Control,FNW,Yes,No,2:32,2:35,,
Swimming,FC,Control,FCC,Yes,No,2:35,2:43,,
Sitting,FC,Control,FCC,Yes,Yes,2:43,3:00,,
Sitting,FC,Control,FCC,Yes,Yes,0:00,0:08,,
Swimming,FC,Control,FCC,Yes,No,0:08,0:09,,
Swimming,FC,Control,CW,Yes,No,0:09,0:12,,
Swimming,BC,Control,CW,Yes,No,0:12,0:17,,
Swimming,BC,Control,BCC,Yes,No,0:17,0:21,,
Swimming,BC,Control,BNW,Yes,No,0:21,0:27,,
Swimming,BS,Stimulus,BNW,Yes,No,0:27,0:32,,
Swimming,BS,Stimulus,BSC,Yes,No,0:32,0:36,,
Sitting,BS,Stimulus,BSC,Yes,Yes,0:36,0:47,,
Swimming,BS,Stimulus,SW,Yes,No,0:47,0:49,,
Swimming,FS,Stimulus,SW,Yes,No,0:49,0:52,,
Swimming,FS,Stimulus,FSC,Yes,No,0:52,0:53,,
Swimming,FS,Stimulus,FNW,Yes,No,0:53,0:56,,
Swimming,FC,Control,FNW,Yes,No,0:56,1:00,,
Swimming,FC,Control,FCC,Yes,No,1:00,1:02,,
Swimming,FC,Control,FNW,Yes,No,1:02,1:03,,
Swimming,FC,Control,FCC,Yes,No,1:03,1:05,,
Swimming,FC,Control,FNW,Yes,No,1:05,1:08,,
Swimming,FC,Control,FCC,Yes,No,1:08,1:13,,
Swimming,FC,Control,FNW,Yes,No,1:13,1:15,,
Swimming,FC,Control,FCC,Yes,No,1:15,1:17,,
Swimming,FC,Control,FNW,Yes,No,1:17,1:19,,
Swimming,FC,Control,FCC,Yes,No,1:19,1:24,,
Sitting,FC,Control,FCC,Yes,Yes,1:24,1:35,,
Swimming,FC,Control,FNW,Yes,No,1:35,1:38,,
Swimming,FC,Control,FCC,Yes,No,1:38,1:51,,
Swimming,FC,Control,FNW,Yes,No,1:51,1:56,,
Swimming,FC,Control,FCC,Yes,No,1:56,1:59,,
Swimming,FC,Control,FNW,Yes,No,1:59,2:06,,
Swimming,FC,Control,FCC,Yes,No,2:06,2:10,,
Sitting,FC,Control,FCC,Yes,Yes,2:10,2:19,,
