Behavior,Quadrant,Side,Wall_Corner_Facing,Touching_Wall,Head_Up,Start_Time,End_Time,,
Swimming,FS,Stimulus,SW,Yes,No,0:17,0:19,,
Sitting,FS,Stimulus,SW,Yes,No,0:19,0:20,,
Swimming,FS,Stimulus,FSC,No,No,0:20,0:21,,
Sitting,FS,Stimulus,FSC,No,No,0:21,0:24,,
Swimming,FS,Stimulus,FSC,No,No,0:24,0:26,,
Swimming,FS,Stimulus,FSC,Yes,No,0:26,0:30,,
Swimming,FS,Stimulus,SW,Yes,No,0:30,0:32,,
Swimming,FS,Stimulus,FSC,Yes,No,0:32,0:37,,
Swimming,FS,Stimulus,SW,Yes,No,0:37,0:39,,
Swimming,FS,Stimulus,FSC,Yes,No,0:39,0:58,,
Swimming,FS,Stimulus,FNW,Yes,No,0:58,1:05,,
Sitting,FS,Stimulus,FNW,Yes,Yes,1:05,2:13,,
Sitting,FS,Stimulus,FNW,Yes,No,2:13,2:33,,
Swimming,FS,Stimulus,FNW,Yes,No,2:33,2:39,,
Swimming,FS,Stimulus,FSC,Yes,No,2:39,2:43,,
Swimming,FS,Stimulus,SW,Yes,No,2:43,2:59,,
Swimming,BS,Stimulus,BSC,No,No,2:59,3:00,,
Swimming,BS,Stimulus,BSC,No,No,0:00,0:02,,
Swimming,BS,Stimulus,BSC,Yes,No,0:02,0:12,,
Sitting,BS,Stimulus,BSC,Yes,Yes,0:12,1:07,,
Sitting,BS,Stimulus,BSC,Yes,No,1:07,1:12,,
Swimming,BS,Stimulus,BNW,Yes,No,1:12,1:22,,
Swimming,BS,Stimulus,BSC,Yes,No,1:22,1:33,,
Swimming,BS,Stimulus,SW,Yes,No,1:33,1:40,,
Swimming,BS,Stimulus,BSC,Yes,No,1:40,1:53,,
Swimming,BS,Stimulus,BNW,Yes,No,1:53,1:55,,
Swimming,BS,Stimulus,BSC,Yes,No,1:55,2:00,,
Swimming,BS,Stimulus,BNW,Yes,No,2:00,2:08,,
Sitting,BS,Stimulus,BNW,Yes,No,2:08,2:11,,
Swimming,BS,Stimulus,BNW,Yes,No,2:11,2:17,,
