Behavior,Quadrant,Side,Wall_Corner_Facing,Touching_Wall,Head_Up,Start_Time,End_Time,,
Sitting,Center,Center,FNW,No,No,0:17,0:19,,
Swimming,FC,Control,FNW,No,No,0:19,0:22,,
Swimming,FC,Control,FCC,No,No,0:22,0:24,,
Swimming,FC,Control,CW,No,No,0:24,0:26,,
Sitting,FC,Control,CW,No,No,0:26,0:35,,
Swimming,FC,Control,FNW,Yes,No,0:35,0:39,,
Swimming,FC,Control,FCC,Yes,No,0:39,0:49,,
Swimming,FC,Control,CW,Yes,No,0:49,0:59,,
Swimming,FC,Control,FCC,Yes,No,0:59,1:27,*Very gentle clawing,
Sitting,FC,Control,FCC,Yes,Yes,1:27,1:49,,
Swimming,FC,Control,FCC,Yes,No,1:49,2:08,,
Swimming,FC,Control,CW,Yes,No,2:08,2:09,,
Swimming,FC,Control,FCC,Yes,No,2:09,2:34,,
Swimming,FC,Control,CW,Yes,No,2:34,2:37,,
Swimming,FC,Control,FCC,Yes,No,2:37,3:00,,
Swimming,FC,Control,FCC,Yes,No,0:00,0:01,,
Sitting,FC,Control,FCC,Yes,No,0:01,0:02,,
Swimming,FC,Control,FCC,Yes,Yes,0:02,0:05,,
Swimming,FC,Control,FCC,Yes,No,0:05,0:23,,
Swimming,FC,Control,FCC,Yes,Yes,0:23,0:26,,
Sitting,FC,Control,FCC,Yes,Yes,0:26,1:00,,
Swimming,FC,Control,FNW,Yes,No,1:00,1:10,,
Swimming,FS,Stimulus,FNW,Yes,No,1:10,1:15,,
Sitting,FS,Stimulus,SW,No,Yes,1:15,1:32,,
Swimming,FS,Stimulus,SW,No,Yes,1:32,1:35,,
Swimming,FS,Stimulus,SW,Yes,Yes,1:35,1:40,,
Swimming,FS,Stimulus,FSC,Yes,No,1:40,1:45,,
Swimming,FS,Stimulus,FNW,Yes,No,1:45,1:52,,
Sitting,FS,Stimulus,FNW,Yes,Yes,1:52,2:03,,
Swimming,FS,Stimulus,FNW,Yes,No,2:03,2:11,,
Swimming,FS,Stimulus,FSC,Yes,No,2:11,2:16,,
Swimming,FS,Stimulus,SW,Yes,No,2:16,2:17,,
