Behavior,Quadrant,Side,Wall_Corner_Facing,Touching_Wall,Head_Up,Start_Time,End_Time,,
Swimming,FC,Control,CW,No,No,0:28,0:31,,
Swimming,FC,Control,FCC,No,No,0:31,0:34,,
Sitting,FC,Control,FCC,No,No,0:34,0:36,,
Swimming,FC,Control,FCC,No,No,0:36,0:39,,
Swimming,FC,Control,FNW,No,No,0:39,0:45,,
Sitting,FC,Control,FNW,No,No,0:45,0:48,,
Swimming,FC,Control,FNW,No,No,0:48,0:59,,
Swimming,FC,Control,FNW,Yes,No,0:59,1:04,,
Sitting,FC,Control,FNW,Yes,Yes,1:04,1:55,,
Swimming,FC,Control,SW,No,No,1:55,1:58,,
Swimming,FC,Control,FNW,Yes,No,1:58,1:59,,
Sitting,FC,Control,FNW,Yes,No,1:59,2:01,,
Swimming,FC,Control,FNW,Yes,No,2:01,2:03,,
Swimming,FS,Stimulus,FNW,Yes,No,2:03,2:11,,
Swimming,FS,Stimulus,FSC,Yes,No,2:11,2:30,,
Swimming,FS,Stimulus,FNW,Yes,No,2:30,2:32,,
Swimming,FS,Stimulus,FSC,Yes,No,2:32,2:38,,
Swimming,FS,Stimulus,FNW,Yes,No,2:38,2:50,,
Swimming,FC,Control,FNW,Yes,No,2:50,3:00,,
Swimming,FC,Control,FNW,Yes,No,0:00,0:01,,
Swimming,FC,Control,FCC,Yes,No,0:01,0:05,,
Sitting,FC,Control,FCC,Yes,Yes,0:05,0:46,,
Swimming,FC,Control,FCC,Yes,No,0:46,0:47,,
Swimming,FC,Control,CW,Yes,No,0:47,0:51,,
Swimming,BC,Control,CW,Yes,No,0:51,0:55,,
Swimming,BC,Control,BCC,Yes,No,0:55,0:58,,
Swimming,BC,Control,BNW,Yes,No,0:58,1:00,,
Swimming,BC,Control,BCC,Yes,No,1:00,1:03,,
Swimming,BC,Control,BNW,Yes,No,1:03,1:05,,
Swimming,BC,Control,BCC,Yes,No,1:05,1:09,,
Swimming,BC,Control,BNW,Yes,No,1:09,1:12,,
Sitting,BC,Control,BNW,Yes,No,1:12,1:13,,
Swimming,BC,Control,BNW,Yes,No,1:13,1:17,,
Swimming,BS,Stimulus,BNW,Yes,No,1:17,1:24,,
Swimming,BS,Stimulus,BSC,Yes,No,1:24,1:35,,
Swimming,BS,Stimulus,SW,Yes,No,1:35,1:37,,
Swimming,BS,Stimulus,BSC,Yes,No,1:37,1:43,,
Swimming,BS,Stimulus,BNW,Yes,No,1:43,1:47,,
Sitting,BS,Stimulus,BNW,Yes,Yes,1:47,2:19,,
Swimming,BS,Stimulus,BNW,Yes,No,2:19,2:23,,
Swimming,BS,Stimulus,BSC,Yes,No,2:23,2:28,,
