Behavior,Quadrant,Side,Wall_Corner_Facing,Touching_Wall,Head_Up,Start_Time,End_Time,,
Swimming,FC,Control,CW,Yes,No,0:20,0:27,,
Swimming,FC,Control,FCC,Yes,No,0:27,0:30,,
Swimming,FC,Control,FNW,Yes,No,0:30,0:47,,
Swimming,FC,Control,FCC,Yes,No,0:47,0:51,,
Swimming,FC,Control,FNW,Yes,No,0:51,0:58,,
Sitting,FC,Control,FNW,Yes,No,0:58,0:59,,
Sitting,FC,Control,FNW,Yes,Yes,0:59,1:15,,
Swimming,FC,Control,FNW,Yes,No,1:15,1:18,,
Swimming,FC,Control,FSC,No,No,1:18,1:24,,
Swimming,FC,Control,SW,No,No,1:24,1:25,,
Sitting,FC,Control,SW,No,Yes,1:25,1:35,,
Swimming,FC,Control,SW,No,Yes,1:35,1:38,,
Swimming,FS,Stimulus,SW,No,Yes,1:38,1:42,,
Swimming,FS,Stimulus,SW,No,No,1:42,1:44,,
Swimming,FS,Stimulus,FSC,No,No,1:44,1:48,,
Sitting,FS,Stimulus,FSC,No,Yes,1:48,2:08,,
Swimming,FS,Stimulus,SW,Yes,No,2:08,2:10,,
Swimming,FS,Stimulus,FSC,Yes,No,2:10,2:15,,
Sitting,FS,Stimulus,FSC,Yes,Yes,2:15,2:19,,
Swimming,FS,Stimulus,FSC,Yes,Yes,2:19,2:21,,
Swimming,FS,Stimulus,FNW,Yes,Yes,2:21,2:27,,
Swimming,FS,Stimulus,FNW,Yes,No,2:27,2:35,,
Swimming,FC,Control,FNW,Yes,No,2:35,2:39,,
Swimming,FC,Control,FCC,Yes,Yes,2:39,2:42,,
Sitting,FC,Control,CW,Yes,Yes,2:42,3:00,,
Sitting,FC,Control,CW,Yes,Yes,0:00,2:20,,
