Behavior,Quadrant,Side,Wall_Corner_Facing,Touching_Wall,Head_Up,Start_Time,End_Time,,
Swimming,FS,Stimulus,FNW,No,No,0:07,0:10,,
Swimming,FS,Stimulus,FSC,No,No,0:10,0:13,,
Swimming,FS,Stimulus,FSC,Yes,No,0:13,0:16,,
Swimming,FS,Stimulus,SW,Yes,No,0:16,0:24,,
Swimming,FS,Stimulus,BSC,No,No,0:24,0:28,,
Swimming,BS,Stimulus,BNW,No,No,0:28,0:31,,
Swimming,BS,Stimulus,BSC,No,No,0:31,0:35,,
Sitting,BS,Stimulus,BSC,No,No,0:35,0:37,,
Swimming,BS,Stimulus,BSC,Yes,Yes,0:37,0:38,,
Sitting,BS,Stimulus,BSC,Yes,Yes,0:38,1:07,,
Sitting,BS,Stimulus,BSC,Yes,No,1:07,1:10,,
Swimming,BS,Stimulus,BNW,Yes,No,1:10,1:16,,
Swimming,BS,Stimulus,BSC,Yes,No,1:16,1:26,,
Swimming,BS,Stimulus,SW,Yes,No,1:26,1:31,,
Swimming,BS,Stimulus,FSC,No,No,1:31,1:32,,
Swimming,FS,Stimulus,FNW,No,No,1:32,1:36,,
Swimming,FS,Stimulus,FNW,Yes,No,1:36,2:16,,
Swimming,FC,Control,FCC,No,No,2:16,2:21,,
Swimming,FC,Control,FCC,Yes,No,2:21,2:28,,
Swimming,FC,Control,FNW,Yes,No,2:28,2:30,,
Swimming,FC,Control,FCC,Yes,No,2:30,2:35,,
Swimming,FC,Control,FNW,Yes,No,2:35,2:40,,
Swimming,FC,Control,FCC,Yes,No,2:40,2:46,,
Swimming,FC,Control,FNW,Yes,No,2:46,3:00,,
Swimming,FC,Control,FNW,Yes,No,0:00,0:03,,
Swimming,FC,Control,FCC,Yes,No,0:03,0:07,,
Swimming,FC,Control,FNW,Yes,No,0:07,0:10,,
Swimming,FC,Control,FCC,Yes,No,0:10,0:13,,
Swimming,FC,Control,FNW,Yes,No,0:13,0:20,,
Swimming,FC,Control,FCC,Yes,No,0:20,0:30,,
Swimming,FC,Control,FNW,Yes,No,0:30,0:34,,
Swimming,FC,Control,FCC,Yes,No,0:34,0:39,,
Sitting,FC,Control,FCC,Yes,Yes,0:39,0:54,,
Sitting,FC,Control,FCC,Yes,No,0:54,0:57,,
Swimming,FC,Control,FNW,Yes,No,0:57,1:08,,
Swimming,FC,Control,FCC,Yes,No,1:08,1:27,,
Swimming,FC,Control,CW,Yes,No,1:27,1:34,,
Swimming,FC,Control,BCC,No,No,1:34,1:35,,
Sitting,FC,Control,BCC,No,No,1:35,1:36,,
Sitting,FC,Control,BCC,No,Yes,1:36,1:59,,
Swimming,FC,Control,CW,Yes,No,1:59,2:06,,
Swimming,FC,Control,FCC,Yes,No,2:06,2:07,,
