Behavior,Quadrant,Side,Wall_Corner_Facing,Touching_Wall,Head_Up,Start_Time,End_Time,,
Sitting,Center,Center,FNW,No,No,0:19,2:38,,
Swimming,FS,Stimulus,FNW,No,No,2:38,2:40,,
Swimming,FS,Stimulus,FSC,No,No,2:40,2:43,,
Swimming,FS,Stimulus,SW,No,No,2:43,2:44,,
Sitting,FS,Stimulus,SW,No,No,2:44,2:48,,
Swimming,FS,Stimulus,FSC,No,No,2:48,2:51,,
Swimming,FS,Stimulus,SW,No,No,2:51,2:57,,
Swimming,FS,Stimulus,FSC,No,No,2:57,3:00,,
Swimming,FS,Stimulus,FSC,Yes,No,0:00,0:01,,
Sitting,FS,Stimulus,FSC,Yes,No,0:01,0:07,,
Swimming,FS,Stimulus,FNW,Yes,No,0:07,0:11,,
Sitting,FS,Stimulus,FSC,Yes,No,0:11,0:17,,
Swimming,FS,Stimulus,FSC,Yes,No,0:17,0:18,,
Sitting,FS,Stimulus,FNW,Yes,No,0:18,0:19,,
Sitting,FS,Stimulus,FNW,Yes,Yes,0:19,0:39,,
Sitting,FS,Stimulus,FNW,Yes,No,0:39,0:40,,
Swimming,FS,Stimulus,FSC,Yes,No,0:40,0:48,,
Sitting,FS,Stimulus,FSC,Yes,No,0:48,0:50,,
Swimming,FS,Stimulus,SW,Yes,No,0:50,0:55,,
Swimming,FS,Stimulus,BSC,No,No,0:55,0:57,,
Swimming,BS,Stimulus,BSC,No,No,0:57,1:00,,
Swimming,BS,Stimulus,BSC,Yes,No,1:00,1:03,,
Swimming,BS,Stimulus,BNW,Yes,No,1:03,1:08,,
Swimming,BS,Stimulus,BSC,Yes,No,1:08,1:11,,
Swimming,BS,Stimulus,BNW,Yes,No,1:11,1:16,,
Sitting,BS,Stimulus,BNW,Yes,No,1:16,1:19,,
Sitting,BS,Stimulus,BNW,Yes,Yes,1:19,1:54,,
Sitting,BS,Stimulus,BNW,Yes,No,1:54,1:59,,
Swimming,BS,Stimulus,CW,No,No,1:59,2:07,,
Swimming,BS,Stimulus,FCC,No,No,2:07,2:09,,
Swimming,BS,Stimulus,FNW,No,No,2:09,2:15,,
Swimming,FS,Stimulus,FNW,No,No,2:15,2:19,,
