Behavior,Quadrant,Side,Wall_Corner_Facing,Touching_Wall,Head_Up,Start_Time,End_Time,,
Sitting,Center,Center,FNW,No,No,0:17,2:27,,
Sitting,Center,Center,FNW,No,Yes,2:27,3:00,,
Sitting,Center,Center,FNW,No,Yes,0:00,1:14,,
Sitting,Center,Center,FNW,No,No,1:14,1:18,,
Swimming,FC,Control,FNW,No,No,1:18,1:19,,
Sitting,FC,Control,FNW,No,No,1:19,1:22,,
Swimming,FS,Stimulus,FNW,No,No,1:22,1:27,,
Swimming,FC,Control,FNW,Yes,No,1:27,1:46,,
Swimming,FC,Control,FCC,Yes,No,1:46,1:50,,
Sitting,FC,Control,FCC,Yes,No,1:50,1:53,,
Swimming,FC,Control,CW,Yes,No,1:53,1:55,,
Swimming,FC,Control,FCC,Yes,No,1:55,2:03,,
Swimming,FC,Control,FNW,Yes,No,2:03,2:07,,
Swimming,FC,Control,FCC,Yes,No,2:07,2:09,,
Sitting,FC,Control,FCC,Yes,No,2:09,2:15,,
Sitting,FC,Control,FCC,Yes,Yes,2:15,2:17,,
