Behavior,Quadrant,Side,Wall_Corner_Facing,Touching_Wall,Head_Up,Start_Time,End_Time,,
Swimming,FS,Stimulus,FNW,Yes,No,0:20,1:08,,
Swimming,FS,Stimulus,FSC,Yes,No,1:08,1:11,,
Swimming,FS,Stimulus,FNW,Yes,No,1:11,1:14,,
Swimming,FS,Stimulus,FSC,Yes,No,1:14,1:17,,
Swimming,FS,Stimulus,FNW,Yes,No,1:17,1:20,,
Swimming,FS,Stimulus,FSC,Yes,No,1:20,1:22,,
Swimming,FS,Stimulus,FNW,Yes,No,1:22,1:24,,
Swimming,FS,Stimulus,FSC,Yes,No,1:24,1:26,,
Swimming,FS,Stimulus,FNW,Yes,No,1:26,1:39,,
Swimming,FC,Control,FNW,Yes,No,1:39,1:43,,
Swimming,FC,Control,CW,No,No,1:43,1:45,,
Sitting,FC,Control,CW,No,No,1:45,1:49,,
Sitting,FC,Control,CW,No,Yes,1:49,2:09,,
Swimming,FC,Control,CW,No,No,2:09,2:17,,
Swimming,FC,Control,FCC,Yes,No,2:17,2:19,,
Swimming,FC,Control,FNW,Yes,No,2:19,2:29,,
Swimming,FC,Control,SW,No,No,2:29,2:31,,
Swimming,FS,Stimulus,SW,No,No,2:31,2:37,,
Swimming,FS,Stimulus,BSC,No,No,2:37,2:39,,
Swimming,BS,Stimulus,BSC,No,No,2:39,2:41,,
Swimming,BS,Stimulus,BSC,Yes,No,2:41,2:48,,
Swimming,BS,Stimulus,SW,Yes,No,2:48,2:49,,
Swimming,BS,Stimulus,BSC,Yes,No,2:49,2:56,,
Swimming,BS,Stimulus,BNW,Yes,No,2:56,2:58,,
Swimming,BS,Stimulus,BSC,Yes,No,2:58,3:00,,
Swimming,BS,Stimulus,BSC,Yes,No,0:00,0:06,,
Swimming,BS,Stimulus,SW,Yes,No,0:06,0:09,,
Swimming,BS,Stimulus,BSC,Yes,No,0:09,0:12,,
Swimming,BS,Stimulus,SW,Yes,No,0:12,0:15,,
Swimming,BS,Stimulus,BSC,Yes,No,0:15,0:20,,
Swimming,BS,Stimulus,SW,Yes,No,0:20,0:23,,
Swimming,BS,Stimulus,BSC,Yes,No,0:23,0:37,,
Sitting,BS,Stimulus,BSC,Yes,No,0:37,0:39,,
Swimming,BS,Stimulus,BSC,Yes,No,0:39,0:43,,
Swimming,BS,Stimulus,SW,Yes,No,0:43,0:49,,
Sitting,BS,Stimulus,SW,Yes,No,0:49,0:51,,
Swimming,BS,Stimulus,SW,Yes,No,0:51,0:57,,
Swimming,BS,Stimulus,BSC,Yes,No,0:57,1:05,,
Swimming,BS,Stimulus,SW,Yes,No,1:05,1:07,,
Swimming,BS,Stimulus,BSC,Yes,No,1:07,1:38,,
Swimming,BS,Stimulus,SW,Yes,No,1:38,1:42,,
Swimming,FS,Stimulus,SW,Yes,No,1:42,1:46,,
Swimming,BS,Stimulus,SW,Yes,No,1:46,1:49,,
Swimming,BS,Stimulus,BSC,Yes,No,1:49,1:52,,
Sitting,BS,Stimulus,BSC,Yes,No,1:52,1:54,,
Swimming,BS,Stimulus,BSC,Yes,No,1:54,2:03,,
Sitting,BS,Stimulus,BSC,Yes,Yes,2:03,2:16,,
Swimming,BS,Stimulus,SW,Yes,No,2:16,2:19,,
Swimming,FS,Stimulus,SW,Yes,No,2:19,2:20,,
