Behavior,Quadrant,Side,Wall_Corner_Facing,Touching_Wall,Head_Up,Start_Time,End_Time,,
Sitting,Center,Center,FNW,No,No,0:18,0:22,,
Swimming,FC,Control,FNW,No,No,0:22,0:25,,
Swimming,FC,Control,FCC,No,No,0:25,0:27,,
Swimming,FC,Control,CW,No,No,0:27,0:33,,
Swimming,FC,Control,BCC,No,No,0:33,0:35,,
Swimming,FC,Control,CW,No,No,0:35,0:40,,
Swimming,FC,Control,FCC,No,No,0:40,0:43,,
Swimming,FC,Control,FNW,No,No,0:43,0:48,,
Sitting,FC,Control,FNW,No,No,0:48,0:51,,
Swimming,FC,Control,FNW,No,No,0:51,0:53,,
Swimming,FC,Control,FCC,No,No,0:53,0:56,,
Swimming,FC,Control,CW,Yes,No,0:56,1:19,,
Swimming,FC,Control,BCC,No,No,1:19,1:22,,
Swimming,FC,Control,BNW,No,No,1:22,1:24,,
Sitting,FC,Control,BNW,No,No,1:24,1:26,,
Swimming,FC,Control,BNW,No,No,1:26,1:30,,
Swimming,FC,Control,SW,No,No,1:30,1:33,,
Swimming,FC,Control,FNW,No,No,1:33,1:38,,
Swimming,FC,Control,FCC,No,No,1:38,1:39,,
Swimming,FC,Control,CW,Yes,No,1:39,1:42,,
Sitting,FC,Control,FCC,No,No,1:42,1:44,,
Swimming,FC,Control,FCC,No,No,1:44,1:45,,
Sitting,FC,Control,FCC,No,No,1:45,1:46,,
Swimming,FC,Control,FCC,No,No,1:46,1:49,,
Swimming,FC,Control,FCC,Yes,No,1:49,1:53,,
Sitting,FC,Control,FCC,Yes,Yes,1:53,2:01,,
Swimming,FC,Control,FCC,Yes,No,2:01,2:06,,
Swimming,FC,Control,FNW,Yes,No,2:06,2:10,,
Swimming,FC,Control,FCC,Yes,No,2:10,2:18,,
Swimming,FC,Control,CW,Yes,No,2:18,2:22,,
Swimming,FC,Control,FCC,Yes,No,2:22,2:32,,
Sitting,FC,Control,FCC,Yes,No,2:32,2:35,,
Swimming,FC,Control,FCC,Yes,No,2:35,2:45,,
Sitting,FC,Control,FCC,Yes,Yes,2:45,2:54,,
Swimming,FC,Control,FCC,Yes,No,2:54,3:00,,
Swimming,FC,Control,FCC,Yes,No,0:00,0:09,,
Swimming,FC,Control,FNW,Yes,No,0:09,0:12,,
Swimming,FC,Control,FCC,Yes,No,0:12,0:37,,
Swimming,FC,Control,FNW,Yes,No,0:37,0:42,,
Sitting,FC,Control,FNW,Yes,Yes,0:42,0:50,,
Sitting,FC,Control,FNW,Yes,No,0:50,0:55,,
Sitting,FC,Control,FNW,Yes,Yes,0:55,1:00,,
Swimming,FC,Control,FNW,Yes,No,1:00,1:03,,
Swimming,FC,Control,SW,No,No,1:03,1:06,,
Sitting,FC,Control,FNW,Yes,Yes,1:06,1:13,,
Swimming,FC,Control,SW,No,No,1:13,1:19,,
Swimming,FS,Stimulus,SW,No,No,1:19,1:22,,
Swimming,FS,Stimulus,FNW,Yes,No,1:22,1:26,,
Sitting,FS,Stimulus,FSC,No,Yes,1:26,1:31,,
Swimming,FS,Stimulus,FSC,No,No,1:31,1:33,,
Swimming,FS,Stimulus,FSC,Yes,No,1:33,1:37,,
Swimming,FS,Stimulus,SW,Yes,No,1:37,1:44,,
Sitting,FS,Stimulus,SW,Yes,Yes,1:44,1:50,,
Swimming,FS,Stimulus,SW,Yes,No,1:50,1:56,,
Swimming,FS,Stimulus,FSC,Yes,No,1:56,2:18,,
