Behavior,Quadrant,Side,Wall_Corner_Facing,Touching_Wall,Head_Up,Start_Time,End_Time,,
Sitting,Center,Center,FNW,No,No,0:15,1:28,,
Sitting,Center,Center,FNW,No,Yes,1:28,2:09,,
Sitting,Center,Center,FNW,No,No,2:09,2:20,,
Swimming,FS,Stimulus,FNW,No,No,2:20,2:28,,
Swimming,FS,Stimulus,FSC,No,No,2:28,2:32,,
Swimming,FS,Stimulus,SW,No,No,2:32,2:38,,
Sitting,FS,Stimulus,FSC,No,No,2:38,2:47,,
Sitting,FS,Stimulus,FSC,No,Yes,2:47,3:00,,
Sitting,FS,Stimulus,FSC,No,Yes,0:00,0:05,,
Sitting,FS,Stimulus,FSC,No,No,0:05,0:07,,
Swimming,FS,Stimulus,FNW,Yes,No,0:07,0:24,,
Sitting,FS,Stimulus,FNW,Yes,Yes,0:24,0:47,,
Swimming,FS,Stimulus,FNW,Yes,No,0:47,0:56,,
Swimming,FC,Control,FNW,Yes,No,0:56,0:58,,
Sitting,FC,Control,CW,No,Yes,0:58,1:15,,
Swimming,FC,Control,FCC,No,No,1:15,1:22,,
Swimming,FC,Control,FCC,Yes,No,1:22,1:24,,
Swimming,FC,Control,CW,Yes,No,1:24,1:28,,
Swimming,FC,Control,FCC,Yes,No,1:28,1:34,,
Sitting,FC,Control,FCC,Yes,Yes,1:34,1:55,,
Swimming,FC,Control,FCC,Yes,No,1:55,2:00,,
Swimming,FC,Control,FNW,Yes,No,2:00,2:11,,
Swimming,FS,Stimulus,FNW,Yes,No,2:11,2:15,,
