Behavior,Quadrant,Side,Wall_Corner_Facing,Touching_Wall,Head_Up,Start_Time,End_Time,,
Sitting,Center,Center,FNW,No,No,0:18,0:56,,
Sitting,Center,Center,FNW,No,Yes,0:56,1:37,,
Swimming,FS,Stimulus,FNW,No,Yes,1:37,1:38,,
Swimming,FS,Stimulus,FNW,No,No,1:38,1:40,,
Swimming,FS,Stimulus,FSC,No,No,1:40,1:42,,
Swimming,FS,Stimulus,SW,No,No,1:42,1:44,,
Sitting,FS,Stimulus,FSC,No,Yes,1:44,1:51,,
Swimming,FS,Stimulus,FSC,No,No,1:51,1:53,,
Swimming,FS,Stimulus,FNW,No,No,1:53,1:54,,
Swimming,FS,Stimulus,FNW,Yes,No,1:54,2:05,,
Sitting,FS,Stimulus,FNW,Yes,Yes,2:05,2:10,,
Swimming,FS,Stimulus,FNW,Yes,No,2:10,2:16,,
Sitting,FS,Stimulus,FNW,Yes,Yes,2:16,2:25,,
Swimming,FS,Stimulus,FNW,Yes,No,2:25,2:35,,
Sitting,FS,Stimulus,FNW,Yes,Yes,2:35,2:52,,
Swimming,FS,Stimulus,FNW,Yes,No,2:52,3:00,,
Swimming,FS,Stimulus,FNW,Yes,No,0:00,0:01,,
Sitting,FS,Stimulus,FNW,Yes,Yes,0:01,0:04,,
Swimming,FS,Stimulus,FNW,Yes,Yes,0:04,0:05,,
Swimming,FS,Stimulus,FNW,Yes,No,0:05,0:10,,
Sitting,FS,Stimulus,FNW,Yes,Yes,0:10,0:19,,
Swimming,FS,Stimulus,FNW,Yes,No,0:19,0:22,,
Sitting,FC,Control,FNW,Yes,Yes,0:22,0:28,,
Swimming,FC,Control,FNW,Yes,No,0:28,0:31,,
Sitting,FC,Control,FNW,Yes,Yes,0:31,0:45,,
Swimming,FC,Control,FNW,Yes,No,0:45,0:49,,
Swimming,FC,Control,FNW,Yes,Yes,0:49,0:53,,
Sitting,FC,Control,FNW,Yes,Yes,0:53,0:58,,
Swimming,FC,Control,FNW,Yes,Yes,0:58,0:59,,
Swimming,FC,Control,FNW,Yes,No,0:59,1:01,,
Sitting,FC,Control,FNW,Yes,Yes,1:01,1:09,,
Swimming,FC,Control,FNW,Yes,Yes,1:09,1:11,,
Swimming,FC,Control,FNW,Yes,No,1:11,1:13,,
Swimming,FS,Stimulus,FNW,Yes,No,1:13,1:16,,
Sitting,FS,Stimulus,FSC,No,Yes,1:16,1:22,,
Swimming,FS,Stimulus,FNW,Yes,Yes,1:22,1:23,,
Swimming,FS,Stimulus,FNW,Yes,No,1:23,1:25,,
Sitting,FS,Stimulus,FSC,No,Yes,1:25,1:26,,
Swimming,FS,Stimulus,FSC,No,Yes,1:26,1:27,,
Swimming,FS,Stimulus,SW,No,Yes,1:27,1:30,,
Swimming,FS,Stimulus,SW,Yes,Yes,1:30,1:32,,
Swimming,FS,Stimulus,SW,Yes,No,1:32,1:33,,
Swimming,FS,Stimulus,FSC,Yes,No,1:33,1:37,,
Sitting,FS,Stimulus,FSC,Yes,Yes,1:37,1:44,,
Swimming,FS,Stimulus,FSC,Yes,No,1:44,1:48,,
Swimming,FS,Stimulus,FNW,Yes,No,1:48,1:54,,
Sitting,FS,Stimulus,FSC,Yes,Yes,1:54,2:00,,
Swimming,FS,Stimulus,FNW,Yes,No,2:00,2:11,,
Swimming,FS,Stimulus,FSC,Yes,No,2:11,2:13,,
Sitting,FS,Stimulus,FSC,Yes,Yes,2:13,2:17,,
Swimming,FS,Stimulus,FSC,Yes,Yes,2:17,2:18,,
