Behavior,Quadrant,Side,Wall_Corner_Facing,Touching_Wall,Head_Up,Start_Time,End_Time,,
Sitting,Center,Center,FNW,No,No,0:19,2:46,,
Sitting,Center,Center,FNW,No,Yes,2:46,3:00,,
Sitting,Center,Center,FNW,No,Yes,0:00,0:12,,
Sitting,Center,Center,FNW,No,No,0:12,1:02,,
Sitting,Center,Center,FNW,No,Yes,1:02,1:23,,
Sitting,Center,Center,FNW,No,No,1:23,1:40,,
Swimming,FC,Control,FCC,No,No,1:40,1:48,,
Sitting,FC,Control,FCC,No,Yes,1:48,1:59,,
Sitting,FC,Control,FCC,No,No,1:59,2:12,,
Swimming,FC,Control,FCC,No,No,2:12,2:19,,
