Behavior,Quadrant,Side,Wall_Corner_Facing,Touching_Wall,Head_Up,Start_Time,End_Time,,
Sitting,Center,Center,FNW,No,No,0:19,1:10,,
Swimming,FS,Stimulus,FNW,No,No,1:10,1:12,,
Sitting,FS,Stimulus,FNW,No,No,1:12,1:15,,
Swimming,FC,Control,FNW,No,No,1:15,1:18,,
Swimming,FC,Control,FCC,No,No,1:18,1:21,,
Swimming,FC,Control,CW,No,No,1:21,1:28,,
Swimming,FC,Control,CW,Yes,No,1:28,1:30,,
Swimming,BC,Control,CW,Yes,Yes,1:30,1:33,,
Sitting,BC,Control,CW,Yes,Yes,1:33,1:43,,
Swimming,BC,Control,CW,Yes,No,1:43,1:47,,
Swimming,FC,Control,CW,Yes,No,1:47,1:48,,
Swimming,FC,Control,FNW,No,No,1:48,1:52,,
Swimming,FC,Control,FNW,No,Yes,1:52,1:54,,
Sitting,FC,Control,FNW,No,Yes,1:54,2:06,,
Sitting,FC,Control,FNW,No,No,2:06,2:17,,
Swimming,FC,Control,FCC,No,No,2:17,2:20,,
Swimming,FC,Control,FCC,Yes,No,2:20,2:23,,
Sitting,FC,Control,FCC,Yes,Yes,2:23,2:39,,
Sitting,FC,Control,FCC,Yes,No,2:39,2:40,,
Swimming,FC,Control,FCC,Yes,No,2:40,2:41,,
Swimming,FC,Control,FNW,Yes,No,2:41,2:50,,
Swimming,FC,Control,FCC,Yes,No,2:50,2:53,,
Sitting,FC,Control,FCC,Yes,No,2:53,2:56,,
Swimming,FC,Control,CW,Yes,No,2:56,2:59,,
Swimming,FC,Control,FCC,Yes,Yes,2:59,3:00,,
Swimming,FC,Control,FCC,Yes,Yes,0:00,0:01,,
Sitting,FC,Control,FCC,Yes,Yes,0:01,0:07,,
Swimming,FC,Control,FCC,Yes,No,0:07,0:10,,
Swimming,FC,Control,FNW,Yes,No,0:10,0:17,,
Sitting,FC,Control,FNW,Yes,Yes,0:17,0:33,,
Sitting,FC,Control,FNW,Yes,No,0:33,0:37,,
Swimming,FC,Control,SW,No,No,0:37,0:42,,
Swimming,FS,Stimulus,SW,No,No,0:42,0:49,,
Swimming,FS,Stimulus,FSC,Yes,No,0:49,0:54,,
Sitting,FS,Stimulus,FSC,Yes,Yes,0:54,1:08,,
Sitting,FS,Stimulus,FSC,Yes,No,1:08,1:10,,
Swimming,FS,Stimulus,FSC,Yes,No,1:10,1:12,,
Swimming,FS,Stimulus,FNW,Yes,No,1:12,1:18,,
Swimming,FC,Control,FNW,Yes,No,1:18,1:22,,
Sitting,FC,Control,FNW,Yes,Yes,1:22,1:30,,
Swimming,FC,Control,FNW,Yes,Yes,1:30,1:33,,
Swimming,FC,Control,CW,No,Yes,1:33,1:42,,
Swimming,FC,Control,CW,No,No,1:42,1:48,,
Swimming,FC,Control,BCC,No,No,1:48,1:49,,
Swimming,BC,Control,BCC,No,No,1:49,1:53,,
Swimming,BC,Control,BCC,Yes,No,1:53,1:55,,
Swimming,BC,Control,BNW,Yes,No,1:55,1:56,,
Swimming,BC,Control,BCC,Yes,No,1:56,1:58,,
Sitting,BC,Control,BCC,Yes,Yes,1:58,2:19,,
