Behavior,Quadrant,Side,Wall_Corner_Facing,Touching_Wall,Head_Up,Start_Time,End_Time,,
Sitting,Center,Center,FNW,No,No,0:23,2:41,,
Sitting,Center,Center,FNW,No,Yes,2:41,3:00,,
Sitting,Center,Center,FNW,No,Yes,0:00,0:44,,
Sitting,Center,Center,FNW,No,No,0:44,0:51,,
Swimming,FS,Stimulus,FNW,No,No,0:51,0:52,,
Sitting,FS,Stimulus,FNW,No,Yes,0:52,1:09,,
Sitting,FS,Stimulus,FNW,No,No,1:09,1:11,,
Swimming,FS,Stimulus,FNW,No,No,1:11,1:19,,
Swimming,FC,Control,FNW,Yes,No,1:19,1:23,,
Sitting,FC,Control,FNW,Yes,Yes,1:23,1:32,,
Swimming,FC,Control,FNW,Yes,Yes,1:32,1:37,,
Sitting,FC,Control,FNW,Yes,Yes,1:37,2:03,,
Sitting,FC,Control,FNW,Yes,No,2:03,2:09,,
Swimming,FC,Control,FNW,Yes,No,2:09,2:14,,
Sitting,FC,Control,FCC,No,Yes,2:14,2:23,,
