Behavior,Quadrant,Side,Wall_Corner_Facing,Touching_Wall,Head_Up,Start_Time,End_Time,,
Sitting,FC,Control,FCC,No,No,0:19,1:30,,
Sitting,FC,Control,FCC,No,Yes,1:30,2:27,,
Sitting,FC,Control,FCC,No,No,2:27,2:29,,
Swimming,FC,Control,CW,No,No,2:29,2:38,,
Swimming,BC,Control,CW,Yes,No,2:38,2:40,,
Sitting,BC,Control,CW,Yes,No,2:40,2:42,,
Sitting,BC,Control,CW,Yes,Yes,2:42,2:55,,
Sitting,BC,Control,CW,Yes,No,2:55,2:56,,
Swimming,BC,Control,CW,Yes,No,2:56,3:00,,
Swimming,BC,Control,CW,Yes,No,0:00,0:01,,
Swimming,FC,Control,CW,Yes,No,0:01,0:08,,
Swimming,FC,Control,FCC,Yes,No,0:08,0:10,,
Swimming,FC,Control,FNW,Yes,No,0:10,0:17,,
Swimming,FC,Control,FCC,Yes,No,0:17,0:18,,
Sitting,FC,Control,FCC,Yes,No,0:18,0:20,,
Swimming,FC,Control,FNW,Yes,No,0:20,0:23,,
Swimming,FC,Control,FCC,Yes,Yes,0:23,0:24,,
Sitting,FC,Control,FCC,Yes,Yes,0:24,0:55,,
Swimming,FC,Control,FNW,Yes,No,0:55,1:05,,
Sitting,FC,Control,FNW,Yes,Yes,1:05,1:13,,
Swimming,FC,Control,SW,No,Yes,1:13,1:20,,
Swimming,FS,Stimulus,SW,No,Yes,1:20,1:23,,
Swimming,FS,Stimulus,SW,No,No,1:23,1:29,,
Sitting,FS,Stimulus,SW,Yes,Yes,1:29,1:45,,
Swimming,FS,Stimulus,FSC,Yes,No,1:45,1:49,,
Sitting,FS,Stimulus,FSC,Yes,Yes,1:49,1:54,,
Swimming,FS,Stimulus,FNW,Yes,No,1:54,1:59,,
Swimming,FC,Control,FNW,Yes,No,1:59,2:01,,
Sitting,FC,Control,FNW,Yes,Yes,2:01,2:12,,
Swimming,FC,Control,FNW,Yes,Yes,2:12,2:14,,
Swimming,FC,Control,FNW,Yes,No,2:14,2:17,,
Sitting,FC,Control,FCC,Yes,Yes,2:17,2:19,,
