Behavior,Quadrant,Side,Wall_Corner_Facing,Touching_Wall,Head_Up,Start_Time,End_Time,,
Sitting,Center,Center,FNW,No,No,0:13,3:00,,
Sitting,Center,Center,FNW,No,No,0:00,0:05,,
Sitting,Center,Center,FNW,No,Yes,0:05,0:21,,
Sitting,Center,Center,FNW,No,No,0:21,0:29,,
Swimming,FC,Control,FNW,No,No,0:29,0:32,,
Swimming,FC,Control,FCC,No,No,0:32,0:39,,
Sitting,FC,Control,FCC,No,Yes,0:39,0:53,,
Sitting,FC,Control,FCC,No,No,0:53,0:55,,
Swimming,FC,Control,FCC,No,No,0:55,1:02,,
Swimming,FC,Control,FCC,Yes,No,1:02,1:05,,
Swimming,FC,Control,FNW,Yes,No,1:05,1:20,,
Swimming,FC,Control,SW,No,No,1:20,1:27,,
Sitting,FC,Control,SW,No,No,1:27,1:40,,
Swimming,FS,Stimulus,FNW,Yes,No,1:40,1:46,,
Sitting,FS,Stimulus,FNW,Yes,No,1:46,2:13,,
